No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,4,4,0,13,0.2 %
2,02 - Saguenay–Lac-Saint-Jean,1,37,22,0,9,6,75,1.1 %
3,03 - Capitale-Nationale,3,211,76,3,80,5,378,5.7 %
4,04 - Mauricie et Centre-du-Québec,6,124,44,14,48,2,238,3.6 %
5,05 - Estrie,1,13,12,0,23,3,52,0.8 %
6,06 - Montréal,189,2458,348,102,434,37,3568,54.0 %
7,07 - Outaouais,5,21,12,7,15,4,64,1.0 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,12,12,0,8,0,32,0.5 %
12,12 - Chaudière-Appalaches,5,20,27,6,35,3,96,1.5 %
13,13 - Laval,2,470,62,42,133,7,716,10.8 %
14,14 - Lanaudière,3,149,47,6,60,0,265,4.0 %
15,15 - Laurentides,59,110,52,30,60,9,320,4.8 %
16,16 - Montérégie,13,355,137,35,234,13,787,11.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),290,3980,858,249,1144,90,6611,
9999,Ensemble du Québec (%),4.4 %,60.2 %,13.0 %,3.8 %,17.3 %,1.4 %,           .,100.0 %
