,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,10970,71,10932,38,71,3,9856,1043,197738.33333,5547.74,527.67,35.91,96
02,02 - Saguenay-Lac-Saint-Jean,19707,98,19369,338,296,3,17896,1515,278600,7073.58,543.80,106.25,373
03,03 - Capitale-Nationale,60107,387,59743,364,1190,0,54111,4806,761103.66667,7897.35,626.94,156.35,502
04,04 - Mauricie et Centre-du-Québec,40057,292,39817,240,671,15,35239,4147,527666.66667,7591.35,782.03,127.16,781
05,05 - Estrie,36046,189,35521,525,452,0,33127,2467,502406,7174.68,485.65,89.97,404
06,06 - Montréal,257382,1382,254131,3251,5022,21,237500,14860,2061667.3333,12484.17,717.36,243.59,2737
07,07 - Outaouais,31099,126,30657,442,239,1,29198,1662,405378.66667,7671.59,405.63,58.96,361
08,08 - Abitibi-Témiscamingue,4741,67,4706,35,27,0,3973,741,147876.33333,3206.06,500.88,18.26,116
09,09 - Côte-Nord,2960,35,2933,27,6,1,2378,576,90082.333333,3285.88,642.37,6.66,58
10,10 - Nord-du-Québec,566,5,499,67,0,0,483,83,13383.666667,4229.04,623.87,0.00,24
11,11 - Gaspésie-Îles-de-la-Madeleine,4173,10,4137,36,48,0,3906,219,90783.333333,4596.66,240.93,52.87,49
12,12 - Chaudière-Appalaches,44213,226,43938,275,440,1,40121,3652,434525.66667,10175.00,836.52,101.26,658
13,13 - Laval,60529,279,58564,1965,973,2,56710,2846,445993.33333,13571.73,632.27,218.16,724
14,14 - Lanaudière,55654,273,54939,715,595,1,51759,3300,530581,10489.26,614.51,112.14,963
15,15 - Laurentides,53245,1221,52639,606,557,0,49282,3406,640046.66667,8318.92,525.04,87.02,1435
16,16 - Montérégie,114391,670,112479,1912,1765,6,104482,8144,1452381.3333,7876.10,555.22,121.52,934
17,17 - Nunavik,1865,26,1861,4,6,0,1550,309,14619,12757.37,2077.87,41.04,58
18,18 - Terres-Cries-de-la-Baie-James,1104,20,962,142,5,0,846,253,18660.333333,5916.29,1333.61,26.79,47
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2340,23,2332,8,1,0,2229,110,.,.,.,.,37
999,Ensemble du Québec,801153,5400,790162,10991,12364,54,734650,54139,8613493.6667,9301.14,623.92,143.54,10357

