Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3933,      2459,       62.5,       783,       19.9,       691,       17.6,        54,n.d.,n.d.,n.d.,n.d.,        46,       85.2
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10972,      5709,       52.0,      2479,       22.6,      2784,       25.4,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     32071,     18710,       58.3,      6315,       19.7,      7046,       22.0,      1110,        32,        2.9,       102,        9.2,       976,       87.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     16199,      9586,       59.2,      3118,       19.2,      3495,       21.6,       564,        20,        3.5,        31,        5.5,       513,       91.0
Région,RSS05,05 - Estrie,     15599,      9320,       59.7,      3051,       19.6,      3228,       20.7,       355,        12,        3.4,        31,        8.7,       312,       87.9
Région,RSS06,06 - Montréal,    125693,     74261,       59.1,     22947,       18.3,     28485,       22.7,      4710,       151,        3.2,       275,        5.8,      4284,       91.0
Région,RSS07,07 - Outaouais,     12132,      7870,       64.9,      2033,       16.8,      2229,       18.4,       216,         6,        2.8,        19,        8.8,       191,       88.4
Région,RSS08,08 - Abitibi-Témiscamingue,      1175,       706,       60.1,       271,       23.1,       198,       16.9,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       574,       379,       66.0,       105,       18.3,        90,       15.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       129,        80,       62.0,        22,       17.1,        27,       20.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2076,      1087,       52.4,       424,       20.4,       565,       27.2,        47,n.d.,n.d.,n.d.,n.d.,        42,       89.4
Région,RSS12,12 - Chaudière-Appalaches,     20207,     12381,       61.3,      3946,       19.5,      3880,       19.2,       372,        10,        2.7,        38,       10.2,       324,       87.1
Région,RSS13,13 - Laval,     34000,     21256,       62.5,      6760,       19.9,      5984,       17.6,       920,        17,        1.8,        65,        7.1,       838,       91.1
Région,RSS14,14 - Lanaudière,     25622,     15658,       61.1,      5191,       20.3,      4773,       18.6,       520,        23,        4.4,        32,        6.2,       465,       89.4
Région,RSS15,15 - Laurentides,     23205,     14311,       61.7,      4511,       19.4,      4383,       18.9,       512,        27,        5.3,        38,        7.4,       447,       87.3
Région,RSS16,16 - Montérégie,     53356,     31431,       58.9,     10563,       19.8,     11362,       21.3,      1563,        55,        3.5,       106,        6.8,      1402,       89.7
Région,RSS17,17 - Nunavik,        47,        23,       48.9,         8,       17.0,        16,       34.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       123,        73,       59.3,        17,       13.8,        33,       26.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    377171,    225344,       59.7,     72555,       19.2,     79272,       21.0,     11229,       372,        3.3,       771,        6.9,     10086,       89.8
Groupe d'âge,0_9,Moins de 10 ans,     34197,     29228,       85.5,      4057,       11.9,       912,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     48724,     40365,       82.8,      6990,       14.3,      1369,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     55643,     44992,       80.9,      8015,       14.4,      2636,        4.7,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     52290,     36656,       70.1,     10892,       20.8,      4742,        9.1,        22,n.d.,n.d.,n.d.,n.d.,        15,       68.2
Groupe d'âge,40_49,40-49 ans,     56130,     35270,       62.8,     13417,       23.9,      7443,       13.3,        53,        17,       32.1,        12,       22.6,        24,       45.3
Groupe d'âge,50_59,50-59 ans,     49785,     25028,       50.3,     14132,       28.4,     10625,       21.3,       213,        35,       16.4,        32,       15.0,       146,       68.5
Groupe d'âge,60_69,60-69 ans,     30437,     10287,       33.8,      8574,       28.2,     11576,       38.0,       719,        65,        9.0,        86,       12.0,       568,       79.0
Groupe d'âge,70_79,70-79 ans,     19131,      2432,       12.7,      3723,       19.5,     12976,       67.8,      2198,        83,        3.8,       201,        9.1,      1914,       87.1
Groupe d'âge,80_89,80-89 ans,     19445,       796,        4.1,      1969,       10.1,     16680,       85.8,      4388,        84,        1.9,       267,        6.1,      4037,       92.0
Groupe d'âge,90_,90 ans et plus,     11389,       290,        2.5,       786,        6.9,     10313,       90.6,      3627,        78,        2.2,       170,        4.7,      3379,       93.2
