,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3958,0,3932,26,53,0,3899,6,196934.5,2009.81,3.05,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11019,0,10798,221,271,0,10745,3,277505,3970.74,1.08,97.66,0
03,03 - Capitale-Nationale,32799,3,32446,353,1116,0,31652,31,757803,4328.17,4.08,147.27,7
04,04 - Mauricie et Centre-du-Québec,15202,7,14963,239,526,0,14655,21,523331.5,2904.85,4.01,100.51,3
05,05 - Estrie,14907,4,14389,518,352,0,14534,21,494966.5,3011.72,4.23,71.12,2
06,06 - Montréal,132892,35,129968,2924,4768,0,127799,325,2072060.5,6413.52,15.64,230.11,31
07,07 - Outaouais,12547,0,12100,447,215,0,12288,44,402744,3115.38,10.88,53.38,2
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,0
09,09 - Côte-Nord,576,1,557,19,4,0,572,0,89700.5,642.14,0.00,4.46,1
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2016,3,89823,2298.97,3.35,51.21,0
12,12 - Chaudière-Appalaches,19277,2,18996,281,358,0,18905,14,431109.5,4471.49,3.24,83.04,2
13,13 - Laval,31699,23,29875,1824,914,1,30702,83,444658.5,7128.84,18.59,205.55,15
14,14 - Lanaudière,24067,8,23356,711,517,0,23503,47,522367,4607.30,8.96,98.97,4
15,15 - Laurentides,21004,6,20400,604,510,0,20471,23,630238,3332.71,3.63,80.92,0
16,16 - Montérégie,51450,13,49493,1957,1557,0,49787,106,1438226,3577.32,7.34,108.26,9
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,478,1,473,5,0,0,474,4,.,.,.,.,0
999,Ensemble du Québec,375365,103,365178,10187,11219,1,363415,731,8565469.5,4382.31,8.51,130.98,76

