,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3976,0,3950,26,53,0,3919,4,196934.5,2018.95,2.03,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11030,1,10807,223,271,0,10757,2,277505,3974.70,0.72,97.66,0
03,03 - Capitale-Nationale,32893,5,32540,353,1118,0,31740,35,757803,4340.57,4.60,147.53,2
04,04 - Mauricie et Centre-du-Québec,15307,14,15067,240,526,0,14697,84,523331.5,2924.91,16.02,100.51,3
05,05 - Estrie,14937,2,14420,517,352,0,14568,17,494966.5,3017.78,3.42,71.12,0
06,06 - Montréal,133620,44,130691,2929,4773,0,128428,419,2072060.5,6448.65,20.16,230.35,41
07,07 - Outaouais,12597,1,12150,447,215,0,12371,11,402744,3127.79,2.72,53.38,0
08,08 - Abitibi-Témiscamingue,1151,-1,1118,33,9,0,1137,5,147637,779.61,3.39,6.10,0
09,09 - Côte-Nord,580,1,561,19,4,0,575,1,89700.5,646.60,1.12,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2020,6,89823,2306.76,6.69,51.21,1
12,12 - Chaudière-Appalaches,19299,0,19018,281,368,0,18930,1,431109.5,4476.59,0.23,85.36,0
13,13 - Laval,32040,25,30208,1832,917,0,30971,152,444658.5,7205.53,34.04,206.23,19
14,14 - Lanaudière,24171,6,23458,713,517,0,23609,45,522367,4627.21,8.58,98.97,4
15,15 - Laurentides,21124,7,20520,604,510,0,20573,41,630238,3351.75,6.47,80.92,6
16,16 - Montérégie,51698,20,49742,1956,1559,1,50024,115,1438226,3594.57,7.97,108.40,9
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,522,0,517,5,0,0,509,13,.,.,.,.,1
999,Ensemble du Québec,377297,125,367094,10203,11241,1,365105,951,8565469.5,4404.86,11.07,131.24,87

