No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,59,65,1,54,6,186,2.4 %
3,03 - Capitale-Nationale,3,297,91,6,146,15,558,7.3 %
4,04 - Mauricie et Centre-du-Québec,6,124,90,20,73,5,318,4.2 %
5,05 - Estrie,1,46,23,3,33,6,112,1.5 %
6,06 - Montréal,196,2525,394,107,461,48,3731,48.9 %
7,07 - Outaouais,7,25,24,11,29,0,96,1.3 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.6 %
12,12 - Chaudière-Appalaches,5,56,41,6,48,4,160,2.1 %
13,13 - Laval,2,472,68,43,145,6,736,9.6 %
14,14 - Lanaudière,3,208,69,7,80,2,369,4.8 %
15,15 - Laurentides,59,122,60,30,63,12,346,4.5 %
16,16 - Montérégie,13,445,166,44,268,13,949,12.4 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),299,4400,1116,282,1420,118,7635,
9999,Ensemble du Québec (%),3.9 %,57.6 %,14.6 %,3.7 %,18.6 %,1.5 %,           .,100.0 %
