,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3931,4,3905,26,50,1,3832,49,196934.5,1996.10,24.90,25.39
02,02 - Saguenay-Lac-Saint-Jean,10984,5,10763,221,269,0,10633,82,277505,3958.13,29.56,96.94
03,03 - Capitale-Nationale,32659,6,32307,352,1109,0,31445,105,757803,4309.70,13.81,146.34
04,04 - Mauricie et Centre-du-Québec,15134,4,14895,239,518,0,14549,67,523331.5,2891.86,12.78,98.98
05,05 - Estrie,14807,1,14288,519,348,0,14315,144,494966.5,2991.52,28.99,70.31
06,06 - Montréal,131734,49,128810,2924,4751,2,126054,929,2072060.5,6357.63,44.70,229.29
07,07 - Outaouais,12300,17,11853,447,214,0,11983,103,402744,3054.05,25.47,53.14
08,08 - Abitibi-Témiscamingue,1131,1,1098,33,9,0,1104,18,147637,766.07,12.19,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,566,3,89700.5,637.68,3.36,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2026,2,2006,20,45,0,1968,13,89823,2255.55,14.50,50.10
12,12 - Chaudière-Appalaches,19098,15,18817,281,355,0,18512,231,431109.5,4429.97,53.48,82.35
13,13 - Laval,31328,5,29518,1810,911,0,30282,135,444658.5,7045.41,30.23,204.88
14,14 - Lanaudière,23846,10,23135,711,516,0,23234,96,522367,4564.99,18.30,98.78
15,15 - Laurentides,20849,10,20245,604,505,0,20258,86,630238,3308.12,13.58,80.13
16,16 - Montérégie,50983,17,49030,1953,1550,1,49106,327,1438226,3544.85,22.65,107.77
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,449,3,444,5,0,0,438,11,.,.,.,.
999,Ensemble du Québec,372109,149,361941,10168,11156,4,358553,2400,8565469.5,4344.29,27.93,130.24

