No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,125,7,26,0,174,1.1 %
02,02 - Saguenay-Lac-Saint-Jean,0,128,156,10,134,12,440,2.9 %
03,03 - Capitale-Nationale,7,622,380,40,468,35,1552,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,157,704,22,114,5,1006,6.5 %
05,05 - Estrie,4,179,212,26,184,16,621,4.0 %
06,06 - Montréal,216,2836,1387,159,798,79,5475,35.6 %
07,07 - Outaouais,11,94,127,15,63,4,314,2.0 %
08,08 - Abitibi-Témiscamingue,3,35,47,6,18,1,110,0.7 %
09,09 - Côte-Nord,0,0,45,0,1,0,46,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,53,0,13,0,82,0.5 %
12,12 - Chaudière-Appalaches,5,169,278,10,192,6,660,4.3 %
13,13 - Laval,5,549,279,59,208,10,1110,7.2 %
14,14 - Lanaudière,3,314,255,25,170,5,772,5.0 %
15,15 - Laurentides,63,259,254,64,107,13,760,4.9 %
16,16 - Montérégie,16,712,801,75,608,12,2224,14.5 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,15,0,0,1,16,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),340,6083,5134,518,3104,199,15378,
9999,Ensemble du Québec (%),2.2 %,39.6 %,33.4 %,3.4 %,20.2 %,1.3 %,.,100.0 %

