No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,200,8,26,0,250,1.4 %
02,02 - Saguenay-Lac-Saint-Jean,0,179,218,13,165,12,587,3.2 %
03,03 - Capitale-Nationale,9,711,552,42,527,43,1884,10.3 %
04,04 - Mauricie et Centre-du-Québec,4,158,951,23,115,5,1256,6.9 %
05,05 - Estrie,4,214,332,29,222,17,818,4.5 %
06,06 - Montréal,220,2916,1653,163,865,85,5902,32.3 %
07,07 - Outaouais,11,116,186,18,79,9,419,2.3 %
08,08 - Abitibi-Témiscamingue,3,42,70,6,20,1,142,0.8 %
09,09 - Côte-Nord,0,0,62,0,1,0,63,0.3 %
10,10 - Nord-du-Québec,0,0,8,0,0,0,8,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,70,0,13,0,99,0.5 %
12,12 - Chaudière-Appalaches,6,201,361,12,215,7,802,4.4 %
13,13 - Laval,6,595,367,68,248,14,1298,7.1 %
14,14 - Lanaudière,3,358,349,26,196,6,938,5.1 %
15,15 - Laurentides,68,302,429,71,142,14,1026,5.6 %
16,16 - Montérégie,16,743,1220,81,654,13,2727,14.9 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,19,0,0,1,20,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),353,6564,7060,560,3488,227,18252,
9999,Ensemble du Québec (%),1.9 %,36.0 %,38.7 %,3.1 %,19.1 %,1.2 %,.,100.0 %

