Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;193;175,7;4513;4108,6;0;;0;
5-9 ans;n.d.;241;224;6058;5631,2;0;;0;
10-19 ans;n.d.;631;317,2;13985;7030,6;0;;0;
20-29 ans;n.d.;588;180,6;21338;6553,9;0;;< 5;n.p.
30-39 ans;n.d.;495;150,8;19628;5980,3;0;;7;n.p.
40-49 ans;n.d.;521;187,7;19063;6867,2;0;;20;* 7,2
50-59 ans;n.d.;389;151,7;15679;6112,7;< 5;n.p.;96;37,4
60-69 ans;n.d.;159;73,5;9657;4463,9;< 5;n.p.;317;146,5
70-79 ans;n.d.;66;45,7;6322;4374,8;< 5;n.p.;820;567,4
80 ans et +;n.d.;85;84,5;11850;11780,4;14;* 13,9;3434;3413,8
Manquant;n.d.;< 5;;95;;0;;0;
Total;202;3369;163,1;128188;6205,7;21;* 1;4697;227,4
