,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3241,66,3221,20,38,0,2795,408,196934.5,1645.72,207.32,19.30
02,02 - Saguenay-Lac-Saint-Jean,10381,31,10168,213,266,0,9932,183,277505,3740.83,65.97,95.85
03,03 - Capitale-Nationale,31649,67,31298,351,1094,3,29657,898,757803,4176.42,118.14,144.36
04,04 - Mauricie et Centre-du-Québec,14403,38,14165,238,512,0,13576,315,523331.5,2752.18,60.08,97.83
05,05 - Estrie,13541,55,13032,509,334,1,12712,495,494966.5,2735.74,99.64,67.48
06,06 - Montréal,126744,212,123825,2919,4687,0,119391,2666,2072060.5,6116.81,128.27,226.20
07,07 - Outaouais,11525,37,11077,448,201,0,10944,380,402744,2861.62,93.95,49.91
08,08 - Abitibi-Témiscamingue,1099,0,1066,33,9,0,1087,3,147637,744.39,2.03,6.10
09,09 - Côte-Nord,537,3,519,18,3,0,501,33,89700.5,598.66,36.93,3.34
10,10 - Nord-du-Québec,94,0,92,2,0,0,90,4,13521.5,695.19,29.66,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1862,4,1843,19,45,0,1784,33,89823,2072.97,36.81,50.10
12,12 - Chaudière-Appalaches,17402,107,17126,276,328,0,16095,979,431109.5,4036.56,226.67,76.08
13,13 - Laval,30137,75,28373,1764,903,2,28624,610,444658.5,6777.56,136.60,203.08
14,14 - Lanaudière,23253,38,22542,711,510,0,22349,394,522367,4451.47,75.10,97.63
15,15 - Laurentides,20006,51,19401,605,498,0,19148,360,630238,3174.36,56.83,79.02
16,16 - Montérégie,48884,120,46943,1941,1540,1,46213,1131,1438226,3398.91,78.34,107.08
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,371,3,366,5,0,0,358,13,.,.,.,.
999,Ensemble du Québec,355297,907,345223,10074,10971,7,335421,8905,8565469.5,4148.02,103.64,128.08

