,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,8448,356,8412,36,64,0,5600,2784,197738.33333,4272.31,1408.46,32.37,193
02,02 - Saguenay-Lac-Saint-Jean,15596,451,15353,243,281,1,12540,2775,278600,5597.99,996.07,100.86,183
03,03 - Capitale-Nationale,48762,1498,48404,358,1144,1,39811,7807,761103.66667,6406.75,1018.42,150.31,692
04,04 - Mauricie et Centre-du-Québec,32229,1710,31989,240,599,5,24284,7346,527666.66667,6107.83,1385.29,113.52,1007
05,05 - Estrie,30818,383,30293,525,410,0,26383,4025,502406,6134.08,792.36,81.61,422
06,06 - Montréal,215834,3619,212687,3147,4890,1,181390,29554,2061667.3333,10468.91,1426.71,237.19,3856
07,07 - Outaouais,24120,892,23678,442,224,0,17482,6414,405378.66667,5949.99,1565.39,55.26,456
08,08 - Abitibi-Témiscamingue,3176,113,3143,33,20,1,2026,1130,147876.33333,2147.74,763.82,13.52,88
09,09 - Côte-Nord,1814,93,1787,27,5,0,1051,758,90082.333333,2013.71,845.34,5.55,29
10,10 - Nord-du-Québec,231,19,224,7,0,0,157,74,13383.666667,1725.98,556.22,0.00,4
11,11 - Gaspésie-Îles-de-la-Madeleine,3229,107,3196,33,48,0,2488,693,90783.333333,3556.82,762.41,52.87,26
12,12 - Chaudière-Appalaches,35382,595,35107,275,396,3,29475,5511,434525.66667,8142.67,1262.34,91.13,484
13,13 - Laval,51211,891,49243,1968,951,0,43944,6316,445993.33333,11482.46,1403.18,213.23,731
14,14 - Lanaudière,44517,1179,43804,713,545,1,35088,8884,530581,8390.24,1654.35,102.72,1016
15,15 - Laurentides,37826,620,37218,608,536,0,35332,1958,640046.66667,5909.88,301.83,83.74,1090
16,16 - Montérégie,94547,2655,92632,1915,1637,2,75905,17005,1452381.3333,6509.79,1159.32,112.71,2209
17,17 - Nunavik,1263,13,1259,4,4,0,1079,180,14619,8639.44,1210.41,27.36,5
18,18 - Terres-Cries-de-la-Baie-James,437,39,400,37,5,0,189,243,18660.333333,2341.87,1280.90,26.79,22
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1884,60,1876,8,1,0,1543,340,.,.,.,.,31
999,Ensemble du Québec,651328,15293,640708,10620,11760,15,535771,103797,8613493.6667,7561.72,1196.20,136.53,12544

