No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,73,4,85,8,264,2.5 %
03,03 - Capitale-Nationale,3,495,141,23,290,24,976,9.4 %
04,04 - Mauricie et Centre-du-Québec,6,151,215,21,100,5,498,4.8 %
05,05 - Estrie,3,125,51,17,93,11,300,2.9 %
06,06 - Montréal,201,2717,725,132,648,72,4495,43.4 %
07,07 - Outaouais,8,63,32,13,41,2,159,1.5 %
08,08 - Abitibi-Témiscamingue,0,0,6,0,1,0,7,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,104,69,6,99,4,287,2.8 %
13,13 - Laval,2,509,128,52,171,6,868,8.4 %
14,14 - Lanaudière,3,249,114,11,113,2,492,4.7 %
15,15 - Laurentides,64,174,87,48,79,14,466,4.5 %
16,16 - Montérégie,15,604,338,59,445,8,1469,14.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),313,5308,2006,390,2187,157,10361,
9999,Ensemble du Québec (%),3.0 %,51.2 %,19.4 %,3.8 %,21.1 %,1.5 %,.,100.0 %

