No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,166,0,20742,800.31,0.00
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,290,10,34840,832.38,28.67
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,113,17,19055.5,593.00,89.50
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,29,n.d.,8507,340.90,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,592,5,57728,1025.50,8.65
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,82,0,17948.5,456.86,0.00
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,208,0,20658.5,1006.85,0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,0,17455,286.45,0.00
01,01 - Bas-Saint-Laurent,,Total,1546,34,196934.5,785.03,17.28
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,316,n.d.,31025,1018.53,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,683,0,25019.5,2729.87,0.00
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2326,11,52281,4449.04,21.05
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2057,n.d.,67384,3052.65,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2807,n.d.,79237.5,3542.51,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,621,0,22558,2752.90,0.00
02,02 - Saguenay-Lac-Saint-Jean,,Total,8817,17,277505,3177.24,6.13
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1381,7,55121,2505.40,12.65
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10457,157,321832.5,3249.21,48.66
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,9761,102,352784,2766.85,28.80
