,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1546,2,1529,17,30,0,1482,34,196934.5,785.03,17.28,15.23
02,02 - Saguenay-Lac-Saint-Jean,8817,1,8627,190,264,0,8536,17,277505,3177.24,6.13,95.13
03,03 - Capitale-Nationale,22296,40,21960,336,976,4,21047,273,757803,2942.19,35.91,128.79
04,04 - Mauricie et Centre-du-Québec,12731,12,12500,231,498,2,12048,185,523331.5,2432.68,35.28,95.16
05,05 - Estrie,11467,36,11024,443,300,0,10940,227,494966.5,2316.72,45.70,60.61
06,06 - Montréal,105106,384,102248,2858,4495,6,96543,4068,2072060.5,5072.54,195.72,216.93
07,07 - Outaouais,6230,21,5824,406,159,0,5916,155,402744,1546.89,38.32,39.48
08,08 - Abitibi-Témiscamingue,820,3,787,33,7,0,774,39,147637,555.42,26.41,4.74
09,09 - Côte-Nord,353,0,338,15,3,0,346,4,89700.5,393.53,4.48,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1706,0,1687,19,45,0,1659,2,89823,1899.29,2.23,50.10
12,12 - Chaudière-Appalaches,11673,6,11409,264,287,0,11301,85,431109.5,2707.66,19.68,66.57
13,13 - Laval,24367,113,22858,1509,868,1,22718,781,444658.5,5479.94,174.89,195.21
14,14 - Lanaudière,20098,59,19387,711,492,0,19008,598,522367,3847.49,113.98,94.19
15,15 - Laurentides,16147,70,15546,601,466,0,15151,530,630238,2562.05,83.66,73.94
16,16 - Montérégie,41473,111,39748,1725,1469,2,38920,1084,1438226,2883.62,75.08,102.14
17,17 - Nunavik,41,0,39,2,0,0,39,2,14336.5,285.98,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,113,4,18507,643.00,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,249,0,245,4,0,0,247,2,.,.,.,.
999,Ensemble du Québec,285330,858,275964,9366,10361,15,266879,8090,8565469.5,3331.17,94.16,120.96

