,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3925,3,3899,26,49,-1,3820,56,196934.5,1993.05,28.46,24.88
02,02 - Saguenay-Lac-Saint-Jean,10960,11,10739,221,269,0,10602,89,277505,3949.48,32.09,96.94
03,03 - Capitale-Nationale,32637,12,32285,352,1109,0,31392,136,757803,4306.79,17.89,146.34
04,04 - Mauricie et Centre-du-Québec,15115,11,14876,239,519,1,14522,74,523331.5,2888.23,14.11,99.17
05,05 - Estrie,14774,7,14256,518,348,0,14231,195,494966.5,2984.85,39.25,70.31
06,06 - Montréal,131562,66,128639,2923,4748,1,125638,1176,2072060.5,6349.33,56.58,229.14
07,07 - Outaouais,12255,11,11808,447,214,0,11905,136,402744,3042.88,33.63,53.14
08,08 - Abitibi-Témiscamingue,1117,1,1084,33,9,0,1103,5,147637,756.59,3.39,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,566,3,89700.5,637.68,3.36,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2021,1,2001,20,45,0,1960,16,89823,2249.98,17.85,50.10
12,12 - Chaudière-Appalaches,19053,38,18773,280,353,1,18426,274,431109.5,4419.53,63.44,81.88
13,13 - Laval,31301,15,29492,1809,911,0,30199,191,444658.5,7039.33,42.77,204.88
14,14 - Lanaudière,23828,7,23117,711,516,0,23186,126,522367,4561.54,24.02,98.78
15,15 - Laurentides,20826,14,20222,604,505,0,20203,118,630238,3304.47,18.63,80.13
16,16 - Montérégie,50921,29,48969,1952,1549,0,48963,409,1438226,3540.54,28.33,107.70
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,444,2,439,5,0,0,435,9,.,.,.,.
999,Ensemble du Québec,371589,228,361426,10163,11150,2,357425,3014,8565469.5,4338.22,35.08,130.17

