,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1556,3,1539,17,30,0,1492,34,196934.5,790.11,17.28,15.23
02,02 - Saguenay-Lac-Saint-Jean,8818,1,8628,190,264,0,8544,10,277505,3177.60,3.61,95.13
03,03 - Capitale-Nationale,22414,39,22078,336,982,1,21136,296,757803,2957.76,38.94,129.59
04,04 - Mauricie et Centre-du-Québec,12776,16,12545,231,499,0,12121,156,523331.5,2441.28,29.75,95.35
05,05 - Estrie,11546,26,11093,453,302,0,11029,215,494966.5,2332.68,43.28,61.01
06,06 - Montréal,106189,317,103330,2859,4506,4,97766,3917,2072060.5,5124.80,188.46,217.46
07,07 - Outaouais,6305,25,5899,406,160,0,5956,189,402744,1565.51,46.73,39.73
08,08 - Abitibi-Témiscamingue,837,7,804,33,7,0,784,46,147637,566.93,31.15,4.74
09,09 - Côte-Nord,354,0,339,15,3,0,347,4,89700.5,394.65,4.48,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1706,0,1687,19,45,0,1660,1,89823,1899.29,1.12,50.10
12,12 - Chaudière-Appalaches,11687,4,11421,266,288,1,11342,57,431109.5,2710.91,13.20,66.80
13,13 - Laval,24652,99,23129,1523,868,0,23007,777,444658.5,5544.03,173.99,195.21
14,14 - Lanaudière,20280,43,19569,711,492,0,19219,569,522367,3882.33,108.45,94.19
15,15 - Laurentides,16356,79,15755,601,472,1,15360,524,630238,2595.21,82.71,74.89
16,16 - Montérégie,41760,78,40017,1743,1473,1,39274,1013,1438226,2903.58,70.17,102.42
17,17 - Nunavik,42,0,40,2,0,0,40,2,14336.5,292.96,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,115,2,18507,643.00,10.74,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,252,0,248,4,0,0,247,5,.,.,.,.
999,Ensemble du Québec,287740,737,278329,9411,10393,8,269530,7817,8565469.5,3359.30,90.98,121.34

