,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1019,6,1006,13,23,0,785,211,197074,517.06,107.07,11.67
02,02 - Saguenay–Lac-Saint-Jean,5909,74,5749,160,154,7,4993,762,277632,2128.36,274.46,55.47
03,03 - Capitale-Nationale,13132,146,12874,258,486,6,10838,1808,755459,1738.28,239.32,64.33
04,04 - Mauricie et Centre-du-Québec,7581,59,7373,208,278,2,6341,962,522341,1451.35,184.17,53.22
05,05 - Estrie,5492,78,5168,324,82,7,4477,933,493163,1113.63,189.19,16.63
06,06 - Montréal,54782,492,52016,2766,3677,4,46694,4411,2065657,2652.04,213.54,178.01
07,07 - Outaouais,3769,18,3482,287,87,1,3408,274,401032,939.83,68.32,21.69
08,08 - Abitibi-Témiscamingue,293,4,261,32,4,0,264,25,147616,198.49,16.94,2.71
09,09 - Côte-Nord,213,0,200,13,2,0,205,6,90033,236.58,6.66,2.22
10,10 - Nord-du-Québec,55,0,53,2,0,0,53,2,13558,405.66,14.75,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1433,13,1414,19,41,0,1328,64,89998,1592.26,71.11,45.56
12,12 - Chaudière-Appalaches,6005,59,5764,241,147,1,5226,632,430309,1395.51,146.87,34.16
13,13 - Laval,12503,171,11270,1233,731,2,10665,1107,442745,2823.97,250.03,165.11
14,14 - Lanaudière,12222,102,11520,702,351,4,10674,1197,520092,2349.97,230.15,67.49
15,15 - Laurentides,8425,64,7829,596,341,1,7608,476,626968,1343.77,75.92,54.39
16,16 - Montérégie,21733,277,20439,1294,908,1,18852,1973,1432751,1516.87,137.71,63.37
17,17 - Nunavik,28,0,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,127,1,125,2,0,0,116,11,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,154740,1564,146588,8152,7313,36,132573,14854,8539073,1812.14,173.95,85.64
