,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1560,3,1543,17,30,0,1500,30,196934.5,792.14,15.24,15.23
02,02 - Saguenay–Lac-Saint-Jean,8823,3,8633,190,264,0,8548,11,277505,3179.40,3.97,95.13
03,03 - Capitale-Nationale,22489,40,22153,336,986,3,21182,321,757803,2967.66,42.23,130.11
04,04 - Mauricie et Centre-du-Québec,12794,9,12563,231,499,0,12153,142,523331.5,2444.72,27.08,95.35
05,05 - Estrie,11585,24,11134,451,303,0,11076,206,494966.5,2340.56,41.47,61.22
06,06 - Montréal,106748,256,103888,2860,4510,3,98573,3665,2072060.5,5151.78,176.33,217.66
07,07 - Outaouais,6357,16,5948,409,161,1,5985,211,402744,1578.42,52.17,39.98
08,08 - Abitibi-Témiscamingue,847,4,814,33,7,0,789,51,147637,573.70,34.54,4.74
09,09 - Côte-Nord,354,0,339,15,3,0,347,4,89700.5,394.65,4.48,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1706,0,1687,19,45,0,1661,0,89823,1899.29,0.00,50.10
12,12 - Chaudière-Appalaches,11699,7,11433,266,288,0,11359,52,431109.5,2713.70,12.04,66.80
13,13 - Laval,24781,78,23253,1528,869,0,23189,723,444658.5,5573.04,161.90,195.43
14,14 - Lanaudière,20368,46,19657,711,492,0,19333,543,522367,3899.17,103.50,94.19
15,15 - Laurentides,16439,45,15838,601,472,0,15493,474,630238,2608.38,74.82,74.89
16,16 - Montérégie,41885,57,40135,1750,1476,1,39473,936,1438226,2912.27,64.83,102.63
17,17 - Nunavik,44,0,42,2,0,0,41,3,14336.5,306.91,20.81,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,252,0,248,4,0,0,247,5,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,288941,588,279516,9425,10407,8,271156,7378,8565469.5,3373.32,85.87,121.50
