No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,3,0,3,0,9,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,1,27,14,0,2,6,50,0.8 %
3,03 - Capitale-Nationale,2,190,73,3,71,3,342,5.3 %
4,04 - Mauricie et Centre-du-Québec,6,124,39,12,46,2,229,3.6 %
5,05 - Estrie,1,12,11,0,20,3,47,0.7 %
6,06 - Montréal,189,2451,337,102,430,35,3544,55.3 %
7,07 - Outaouais,5,19,7,7,11,2,51,0.8 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,12,11,0,6,0,29,0.5 %
12,12 - Chaudière-Appalaches,5,12,24,6,31,3,81,1.3 %
13,13 - Laval,2,470,60,41,132,7,712,11.1 %
14,14 - Lanaudière,3,129,46,6,54,0,238,3.7 %
15,15 - Laurentides,59,104,50,30,60,8,311,4.9 %
16,16 - Montérégie,12,334,132,35,228,12,753,11.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),288,3884,812,242,1095,82,6403,
9999,Ensemble du Québec (%),4.5 %,60.7 %,12.7 %,3.8 %,17.1 %,1.3 %,           .,100.0 %
