Date,Regroupement,Croisement,Nom,vac_quo_1_n,vac_quo_2_n,vac_cum_1_n,vac_cum_2_n,vac_quo_tot_n,vac_cum_tot_n,cvac_cum_tot_1_p,cvac_cum_tot_2_p
2020-12-14,Région,RSS00,Inconnue,30,0,30,0,30,30,0.0087423,0
2020-12-14,Région,RSS01,01 - Bas-Saint-Laurent,1,0,1,0,1,1,0.000508342,0
2020-12-14,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS03,03 - Capitale-Nationale,131,0,131,0,131,131,0.0167965,0
2020-12-14,Région,RSS04,04 - Mauricie et Centre-du-Québec,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS05,05 - Estrie,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS06,06 - Montréal,122,0,122,0,122,122,0.00631713,0
2020-12-14,Région,RSS07,07 - Outaouais,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS08,08 - Abitibi-Témiscamingue,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS09,09 - Côte-Nord,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS12,12 - Chaudière-Appalaches,5,0,5,0,5,5,0.00117153,0
2020-12-14,Région,RSS13,13 - Laval,2,0,2,0,2,2,0.00047176,0
2020-12-14,Région,RSS14,14 - Lanaudière,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS15,15 - Laurentides,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS16,16 - Montérégie,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS17,17 - Nunavik,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS98,Hors Québec,0,0,0,0,0,0,0,0
2020-12-14,Région,RSS99,Ensemble du Québec,291,0,291,0,291,291,0.00319042,0
2020-12-14,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,1,0,1,0,1,1,0,0
2020-12-14,Groupe d'âge 1,GR1_16_59,16 à 59 ans,63,0,63,0,63,63,0.00129221,0
2020-12-14,Groupe d'âge 1,GR1_60_69,60 à 69 ans,24,0,24,0,24,24,0.00214508,0
2020-12-14,Groupe d'âge 1,GR1_70_79,70 à 79 ans,35,0,35,0,35,35,0.00435225,0
2020-12-14,Groupe d'âge 1,GR1_80_,80 ans et plus,168,0,168,0,168,168,0.0365787,0
2020-12-14,Groupe d'âge 1,TOT,Total,291,0,291,0,291,291,0.00319042,0
2020-12-14,Sexe,FEM,Féminin,194,0,194,0,194,194,,
2020-12-14,Sexe,INC,Inconnu,0,0,0,0,0,0,,
2020-12-14,Sexe,MASC,Masculin,97,0,97,0,97,97,,
2020-12-14,Sexe,TOT,Total,291,0,291,0,291,291,,
2020-12-14,Groupe prioritaire,GRP-Autres,Autres raisons,0,0,0,0,0,0,,
2020-12-14,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,230,0,230,0,230,230,,
2020-12-14,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,0,0,0,0,,
2020-12-14,Groupe prioritaire,GRP-RPA,Résident en RPA,0,0,0,0,0,0,,
2020-12-14,Groupe prioritaire,GRP-TS,Travailleur de la santé,61,0,61,0,61,61,,
2020-12-14,Groupe prioritaire,TOT,Total,291,0,291,0,291,291,,
2020-12-15,Région,RSS00,Inconnue,86,0,116,0,86,116,0.0367177,0
2020-12-15,Région,RSS01,01 - Bas-Saint-Laurent,0,0,1,0,0,1,0.000508342,0
2020-12-15,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,3,0,3,0,3,3,0.00109086,0
2020-12-15,Région,RSS03,03 - Capitale-Nationale,614,0,745,0,614,745,0.099113256,0
2020-12-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,5,0,5,0,5,5,0.000967741,0
2020-12-15,Région,RSS05,05 - Estrie,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS06,06 - Montréal,342,0,464,0,342,464,0.0247784,0
2020-12-15,Région,RSS07,07 - Outaouais,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS08,08 - Abitibi-Témiscamingue,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS09,09 - Côte-Nord,1,0,1,0,1,1,0,0
2020-12-15,Région,RSS10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS12,12 - Chaudière-Appalaches,45,0,50,0,45,50,0.0117153,0
2020-12-15,Région,RSS13,13 - Laval,23,0,25,0,23,25,0.00589701,0
2020-12-15,Région,RSS14,14 - Lanaudière,1,0,1,0,1,1,0.00019211,0
2020-12-15,Région,RSS15,15 - Laurentides,8,0,8,0,8,8,0.00128832,0
2020-12-15,Région,RSS16,16 - Montérégie,38,0,38,0,38,38,0.00271262,0
2020-12-15,Région,RSS17,17 - Nunavik,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS98,Hors Québec,0,0,0,0,0,0,0,0
2020-12-15,Région,RSS99,Ensemble du Québec,1166,0,1457,0,1166,1457,0.016602,0
2020-12-15,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,0,1,0,0,1,0,0
2020-12-15,Groupe d'âge 1,GR1_16_59,16 à 59 ans,848,0,911,0,848,911,0.0191501,0
2020-12-15,Groupe d'âge 1,GR1_60_69,60 à 69 ans,116,0,140,0,116,140,0.0126023,0
2020-12-15,Groupe d'âge 1,GR1_70_79,70 à 79 ans,43,0,78,0,43,78,0.0098915,0
2020-12-15,Groupe d'âge 1,GR1_80_,80 ans et plus,159,0,327,0,159,327,0.068585125,0
