Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;6;49;44,6;9566;8708,9;0;;0;
5-9 ans;8;63;58,6;14838;13792,5;0;;0;
10-19 ans;30;244;122,7;30043;15103,4;0;;0;
20-29 ans;79;1038;318,8;56640;17396,7;0;;5;n.p.
30-39 ans;83;815;248,3;50775;15470,1;0;;10;* 3
40-49 ans;62;596;214,7;43626;15715,7;0;;33;* 11,9
50-59 ans;45;414;161,4;33224;12952,8;0;;145;56,5
60-69 ans;23;223;103,1;19159;8856,2;0;;392;181,2
70-79 ans;13;181;125,3;11221;7765;< 5;n.p.;950;657,4
80 ans et +;16;202;200,8;17755;17650,7;< 5;n.p.;3806;3783,6
Manquant;0;< 5;;188;;0;;0;
Total;365;3826;185,2;287035;13895,6;5;n.p.;5341;258,6
