No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,117,7,25,0,165,1.1 %
02,02 - Saguenay-Lac-Saint-Jean,0,122,149,10,133,12,426,2.8 %
03,03 - Capitale-Nationale,7,616,368,39,457,35,1522,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,157,686,22,114,5,988,6.5 %
05,05 - Estrie,4,164,207,26,175,16,592,3.9 %
06,06 - Montréal,216,2831,1363,158,792,79,5439,36.1 %
07,07 - Outaouais,11,94,123,15,63,4,310,2.1 %
08,08 - Abitibi-Témiscamingue,3,35,47,6,18,1,110,0.7 %
09,09 - Côte-Nord,0,0,44,0,1,0,45,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,51,0,13,0,80,0.5 %
12,12 - Chaudière-Appalaches,5,159,255,10,186,6,621,4.1 %
13,13 - Laval,5,546,273,59,206,9,1098,7.3 %
14,14 - Lanaudière,3,312,242,24,167,5,753,5.0 %
15,15 - Laurentides,63,259,243,64,103,13,745,4.9 %
16,16 - Montérégie,16,708,759,74,591,11,2159,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,14,0,0,1,15,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),340,6032,4957,514,3044,197,15084,
9999,Ensemble du Québec (%),2.3 %,40.0 %,32.9 %,3.4 %,20.2 %,1.3 %,.,100.0 %

