Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;< 5;83;75,6;9845;8962,9;0;;0;
5-9 ans;< 5;54;50,2;15077;14014,7;0;;0;
10-19 ans;< 5;131;65,9;30721;15444,3;0;;0;
20-29 ans;27;653;200,6;59493;18273;0;;5;n.p.
30-39 ans;35;834;254,1;53918;16427,7;0;;12;* 3,7
40-49 ans;32;825;297,2;46587;16782,4;0;;34;* 12,2
50-59 ans;39;703;274,1;35622;13887,7;0;;146;56,9
60-69 ans;28;520;240,4;20659;9549,6;< 5;n.p.;397;183,5
70-79 ans;22;472;326,6;12554;8687,4;< 5;n.p.;962;665,7
80 ans et +;39;655;651,2;19522;19407,3;19;* 18,9;3876;3853,2
Manquant;< 5;< 5;;217;;0;;0;
Total;232;4934;238,9;304215;14727,3;26;* 1,3;5432;263
