No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,115,7,25,0,163,1.1 %
02,02 - Saguenay-Lac-Saint-Jean,0,119,149,10,132,12,422,2.8 %
03,03 - Capitale-Nationale,6,615,368,39,457,35,1520,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,157,683,22,114,5,985,6.6 %
05,05 - Estrie,4,164,206,26,174,16,590,3.9 %
06,06 - Montréal,216,2831,1356,158,792,79,5432,36.1 %
07,07 - Outaouais,11,94,122,15,62,4,308,2.0 %
08,08 - Abitibi-Témiscamingue,3,35,47,6,17,1,109,0.7 %
09,09 - Côte-Nord,0,0,42,0,1,0,43,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,50,0,13,0,79,0.5 %
12,12 - Chaudière-Appalaches,5,156,254,10,186,6,617,4.1 %
13,13 - Laval,5,545,273,59,206,9,1097,7.3 %
14,14 - Lanaudière,3,312,240,24,167,5,751,5.0 %
15,15 - Laurentides,63,258,240,64,102,13,740,4.9 %
16,16 - Montérégie,16,708,755,74,586,11,2150,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),339,6023,4929,514,3034,197,15036,
9999,Ensemble du Québec (%),2.3 %,40.1 %,32.8 %,3.4 %,20.2 %,1.3 %,.,100.0 %

