No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,7,0,25,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,76,70,2,80,8,237,2.7 %
3,03 - Capitale-Nationale,3,416,110,9,229,19,786,9.0 %
4,04 - Mauricie et Centre-du-Québec,6,128,139,20,89,5,387,4.4 %
5,05 - Estrie,1,104,28,12,61,9,215,2.4 %
6,06 - Montréal,199,2594,502,115,526,56,3992,45.5 %
7,07 - Outaouais,7,47,33,11,37,1,136,1.5 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,82,50,6,60,4,207,2.4 %
13,13 - Laval,2,475,98,50,154,6,785,8.9 %
14,14 - Lanaudière,3,233,84,7,90,2,419,4.8 %
15,15 - Laurentides,60,140,70,35,68,12,385,4.4 %
16,16 - Montérégie,13,523,223,48,335,13,1155,13.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),303,4839,1435,319,1750,136,8782,
9999,Ensemble du Québec (%),3.5 %,55.1 %,16.3 %,3.6 %,19.9 %,1.5 %,           .,100.0 %
