,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3968,0,3942,26,53,0,3911,4,196934.5,2014.88,2.03,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11024,1,10802,222,271,0,10751,2,277505,3972.54,0.72,97.66,1
03,03 - Capitale-Nationale,32823,1,32470,353,1117,0,31672,34,757803,4331.34,4.47,147.40,-1
04,04 - Mauricie et Centre-du-Québec,15214,0,14974,240,526,0,14676,12,523331.5,2907.14,2.29,100.51,2
05,05 - Estrie,14917,2,14399,518,352,0,14542,23,494966.5,3013.74,4.63,71.12,2
06,06 - Montréal,133232,32,130288,2944,4769,0,128174,289,2072060.5,6429.93,13.90,230.16,23
07,07 - Outaouais,12572,0,12125,447,215,0,12333,24,402744,3121.59,5.93,53.38,0
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,0
09,09 - Côte-Nord,578,0,559,19,4,0,573,1,89700.5,644.37,1.12,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2018,1,89823,2298.97,1.12,51.21,0
12,12 - Chaudière-Appalaches,19290,1,19008,282,368,0,18913,9,431109.5,4474.50,2.08,85.36,2
13,13 - Laval,31796,15,29965,1831,914,0,30769,113,444658.5,7150.66,25.30,205.55,11
14,14 - Lanaudière,24100,4,23388,712,517,0,23541,42,522367,4613.61,8.01,98.97,8
15,15 - Laurentides,21031,3,20427,604,510,0,20503,18,630238,3336.99,2.84,80.92,3
16,16 - Montérégie,51519,12,49559,1960,1557,0,49885,77,1438226,3582.12,5.33,108.26,1
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,490,4,485,5,0,0,481,9,.,.,.,.,0
999,Ensemble du Québec,376044,75,365823,10221,11231,0,364155,658,8565469.5,4390.23,7.66,131.12,52

