No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,186,8,26,0,236,1.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,177,207,12,162,12,570,3.2 %
03,03 - Capitale-Nationale,9,689,510,42,511,42,1803,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,158,934,23,114,5,1238,7.0 %
05,05 - Estrie,4,213,314,29,220,17,797,4.5 %
06,06 - Montréal,220,2905,1607,163,854,82,5831,32.8 %
07,07 - Outaouais,11,108,170,17,75,9,390,2.2 %
08,08 - Abitibi-Témiscamingue,3,42,67,6,20,1,139,0.8 %
09,09 - Côte-Nord,0,0,61,0,1,0,62,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,68,0,13,0,97,0.5 %
12,12 - Chaudière-Appalaches,6,200,342,11,207,7,773,4.3 %
13,13 - Laval,6,583,350,64,238,12,1253,7.0 %
14,14 - Lanaudière,3,352,332,26,194,6,913,5.1 %
15,15 - Laurentides,64,291,396,70,136,14,971,5.5 %
16,16 - Montérégie,16,739,1163,81,651,13,2663,15.0 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),349,6486,6744,552,3422,221,17774,
9999,Ensemble du Québec (%),2.0 %,36.5 %,37.9 %,3.1 %,19.3 %,1.2 %,.,100.0 %

