No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,163,8,26,0,213,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,163,192,11,152,12,530,3.1 %
03,03 - Capitale-Nationale,7,667,476,42,504,41,1737,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,158,898,23,114,5,1202,7.0 %
05,05 - Estrie,4,198,277,26,201,16,722,4.2 %
06,06 - Montréal,218,2889,1546,161,837,82,5733,33.6 %
07,07 - Outaouais,11,101,149,15,73,8,357,2.1 %
08,08 - Abitibi-Témiscamingue,3,42,61,6,19,1,132,0.8 %
09,09 - Côte-Nord,0,0,58,0,1,0,59,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,63,0,13,0,92,0.5 %
12,12 - Chaudière-Appalaches,5,185,331,11,207,6,745,4.4 %
13,13 - Laval,6,563,318,59,228,12,1186,6.9 %
14,14 - Lanaudière,3,342,306,26,188,6,871,5.1 %
15,15 - Laurentides,64,286,352,68,128,14,912,5.3 %
16,16 - Montérégie,16,737,1048,80,642,13,2536,14.9 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6360,6275,536,3333,217,17065,
9999,Ensemble du Québec (%),2.0 %,37.3 %,36.8 %,3.1 %,19.5 %,1.3 %,.,100.0 %

