,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1429,10,1414,15,27,0,1323,79,196795,726.14,40.14,13.72
02,02 - Saguenay–Lac-Saint-Jean,8540,34,8357,183,241,1,7904,396,277378,3078.83,142.77,86.52
03,03 - Capitale-Nationale,20251,101,19942,309,813,4,17851,1591,760147,2664.09,209.30,106.43
04,04 - Mauricie et Centre-du-Québec,11443,86,11222,221,399,2,10059,987,524322,2182.44,188.24,75.72
05,05 - Estrie,9776,100,9378,398,225,3,8579,974,496770,1967.91,196.07,44.89
06,06 - Montréal,85739,958,82932,2807,4074,25,73268,8417,2078464,4125.11,404.96,195.05
07,07 - Outaouais,5526,43,5162,364,141,2,4977,410,404456,1366.28,101.37,34.37
08,08 - Abitibi-Témiscamingue,632,18,598,34,5,0,453,174,147658,428.02,117.84,3.39
09,09 - Côte-Nord,332,4,318,14,3,0,312,17,89368,371.50,19.02,3.36
10,10 - Nord-du-Québec,92,0,90,2,0,0,76,16,13485,682.24,118.65,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1682,1,1663,19,44,1,1609,30,89648,1876.23,33.46,47.97
12,12 - Chaudière-Appalaches,10206,95,9947,259,217,3,8996,996,431910,2362.99,230.60,49.55
13,13 - Laval,20237,219,18814,1423,795,3,17561,1884,446572,4531.63,421.88,177.35
14,14 - Lanaudière,17420,113,16712,708,430,7,15625,1372,524642,3320.36,261.51,80.63
15,15 - Laurentides,13129,109,12528,601,391,1,11670,1069,633508,2072.43,168.74,61.56
16,16 - Montérégie,34247,327,32806,1441,1198,15,29864,3198,1443701,2372.17,221.51,82.08
17,17 - Nunavik,34,3,32,2,0,0,29,5,14413,235.90,34.69,0.00
18,18 - Terres-Cries-de-la-Baie-James,53,3,53,0,2,0,20,31,18629,284.50,166.41,10.74
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,198,1,194,4,0,0,184,14,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,240970,2225,232166,8804,9005,67,210364,21660,8591866,2804.63,252.10,104.12
