No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,9,0,27,0.30%
2,02 - Saguenay–Lac-Saint-Jean,1,78,72,2,80,8,241,2.68%
3,03 - Capitale-Nationale,3,427,115,9,235,24,813,9.03%
4,04 - Mauricie et Centre-du-Québec,6,128,149,21,90,5,399,4.43%
5,05 - Estrie,1,106,31,14,64,9,225,2.50%
6,06 - Montréal,199,2616,547,116,538,58,4074,45.24%
7,07 - Outaouais,7,52,34,11,36,1,141,1.57%
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.06%
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.03%
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.00%
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,17,0,13,0,44,0.49%
12,12 - Chaudière-Appalaches,5,83,53,6,66,4,217,2.41%
13,13 - Laval,2,477,102,50,158,6,795,8.83%
14,14 - Lanaudière,3,234,92,7,92,2,430,4.78%
15,15 - Laurentides,60,140,73,36,69,13,391,4.34%
16,16 - Montérégie,13,534,246,49,343,13,1198,13.30%
17,17 - Nunavik,0,0,0,0,0,0,0,0.00%
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.02%
98,Inconnu,0,0,0,0,0,0,0,0.00%
99,Hors Québec,0,0,0,0,0,0,0,0.00%
999,Ensemble du Québec (n),303,4896,1543,325,1794,144,9005,
9999,Ensemble du Québec (%),3.36%,54.37%,17.13%,3.61%,19.92%,1.60%,           .,100.00%
