No,RSS,NoRLS,RLS,Cas,Population,Taux
1,01 - Bas-St-Laurent,0111,0111 - RLS de Kamouraska,5,20 780,"77,6"
1,01 - Bas-St-Laurent,0112,0112 - RLS de Rivière-du-Loup,27,34 800,"77,6"
1,01 - Bas-St-Laurent,0113,0113 - RLS de Témiscouata,6,19 117,"31,4"
1,01 - Bas-St-Laurent,0114,0114 - RLS des Basques,n.d.,8 529,n.d.
1,01 - Bas-St-Laurent,0115,0115 - RLS de Rimouski,14,57 630,"24,3"
1,01 - Bas-St-Laurent,0116,0116 - RLS de La Mitis,0,17 978,"0,0"
1,01 - Bas-St-Laurent,0117,0117 - RLS de Matane,0,20 726,"0,0"
1,01 - Bas-St-Laurent,0118,0118 - RLS de La Matapédia,n.d.,17 514,n.d.
1,01 - Bas-St-Laurent,,Total,56,197 074,"28,4"
2,02 - Saguenay – Lac-St-Jean,0211,0211 - RLS du Domaine-du-Roy,6,31 078,"19,3"
2,02 - Saguenay – Lac-St-Jean,0212,0212 - RLS de Maria-Chapdelaine,n.d.,25 064,n.d.
2,02 - Saguenay – Lac-St-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,24,52 298,"45,9"
2,02 - Saguenay – Lac-St-Jean,0214,0214 - RLS de Jonquière,64,67 417,"94,9"
2,02 - Saguenay – Lac-St-Jean,0215,0215 - RLS de Chicoutimi,204,79 201,"257,6"
2,02 - Saguenay – Lac-St-Jean,0216,0216 - RLS de La Baie,30,22 574,"132,9"
2,02 - Saguenay – Lac-St-Jean,,Total,330,277 632,"118,9"
3,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,60,54 895,"109,3"
3,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,906,321 016,"282,2"
3,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,724,351 429,"206,0"
3,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,12,28 119,"42,7"
3,03 - Capitale-Nationale,,Total,1810,755 459,"239,6"
4,04 - Mauricie-et-Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,0,15 020,"0,0"
4,04 - Mauricie-et-Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,111,25 562,"434,2"
4,04 - Mauricie-et-Centre-du-Québec,0413,0413 - RLS de Maskinongé,248,22 961,"1 080,1"
4,04 - Mauricie-et-Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,356,64 641,"550,7"
4,04 - Mauricie-et-Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,929,143 422,"647,7"
4,04 - Mauricie-et-Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,57,44 619,"127,7"
4,04 - Mauricie-et-Centre-du-Québec,0417,0417 - RLS de Drummond,307,107 872,"284,6"
4,04 - Mauricie-et-Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,28,98 244,"28,5"
4,04 - Mauricie-et-Centre-du-Québec,,Total,2041,522 341,"390,7"
5,05 - Estrie,0511,0511 - RLS de la Pommeraie,137,56 125,"244,1"
5,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,228,105 861,"215,4"
5,05 - Estrie,0513,0513 - RLS de Memphrémagog,100,52 514,"190,4"
5,05 - Estrie,0514,0514 - RLS de Coaticook,13,18 741,"69,4"
5,05 - Estrie,0515,0515 - RLS de Sherbrooke,311,170 075,"182,9"
5,05 - Estrie,0516,0516 - RLS de Val Saint-François,72,31 490,"228,6"
5,05 - Estrie,0517,0517 - RLS d'Asbestos,47,14 257,"329,7"
5,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,33,22 749,"145,1"
5,05 - Estrie,0519,0519 - RLS du Granit,16,21 351,"74,9"
5,05 - Estrie,,Total,959,493 163,"194,5"
6,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1577,224 596,"702,1"
6,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2025,149 522,"1 354,3"
6,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1311,131 424,"997,5"
6,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2760,245 703,"1 123,3"
6,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1882,166 225,"1 132,2"
6,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1418,161 317,"879,0"
6,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1769,161 894,"1 092,7"
6,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,4115,172 517,"2 385,3"
6,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,932,115 485,"807,0"
6,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2302,139 162,"1 654,2"
6,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3708,208 717,"1 776,6"
6,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2469,189 095,"1 305,7"
6,06 - Montréal,,Total,27074,2 065 657,"1 310,7"
7,07 - Outaouais,0711,0711 - RLS du Pontiac,n.d.,20 152,n.d.
7,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,20 552,n.d.
7,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,21,38 891,"54,0"
7,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,492,264 517,"186,0"
7,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,52,56 920,"91,4"
7,07 - Outaouais,,Total,576,401 032,"143,6"
8,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,11,20 528,"53,6"
8,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,5,24 729,"20,2"
8,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,131,43 180,"303,4"
8,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,7,43 551,"16,1"
8,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,17,15 628,"108,8"
8,08 - Abitibi-Témiscamingue,,Total,172,147 616,"116,5"
9,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,3 230,"0,0"
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,40 494,"42,0"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,51,7 314,"697,3"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,46,27 344,"168,2"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,5,6 428,"77,8"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,4 582,"0,0"
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,119,90 033,"132,2"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,135,32 176,"419,6"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,10 582,n.d.
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,11,18 753,"58,7"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,30,15 881,"188,9"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,12 606,"71,4"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,187,89 998,"207,8"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,398,258 118,"154,2"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,45,42 500,"105,9"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,53,73 173,"72,4"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,7,16 426,"42,6"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,11,40 092,"27,4"
12,12 - Chaudière-Appalaches,,Total,514,430 309,"119,4"
13,13 - Laval,1311,1311 - RLS de Laval,5754,442 745,"1 299,6"
13,13 - Laval,,Total,5754,442 745,"1 299,6"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1433,223 099,"642,3"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2648,296 993,"891,6"
14,14 - Lanaudière,,Total,4154,520 092,"798,7"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,22,35 580,"61,8"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,159,48 016,"331,1"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,232,44 362,"523,0"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,86,33 422,"257,3"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,651,124 641,"522,3"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,985,177 517,"554,9"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1184,163 430,"724,5"
15,15 - Laurentides,,Total,3327,626 968,"530,6"
16,16 - Montérégie,1611,1611 - RLS de Champlain,1814,225 442,"804,6"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,654,195 297,"334,9"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1973,262 440,"751,8"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,888,220 957,"401,9"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,50,51 371,"97,3"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,694,160 002,"433,7"
16,16 - Montérégie,1632,1632 - RLS du Suroît,571,60 523,"943,4"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,94,24 346,"386,1"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1011,232 373,"435,1"
16,16 - Montérégie,,Total,7756,1 432 751,"541,3"
17,17 - Nunavik,1701,1701 - Nunavik,16,14 260,"112,2"
17,17 - Nunavik,,Total,16,14 260,"112,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,10,18 385,"54,4"
18,18 - Terres-Cries-de-la-Baie-James,,Total,10,18 385,"54,4"
