Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      1534,       864,       56.3,       326,       21.3,       344,       22.4,        30,n.d.,n.d.,n.d.,n.d.,        28,       93.3
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,      8633,      4292,       49.7,      1941,       22.5,      2400,       27.8,       262,        12,        4.6,        20,        7.6,       230,       87.8
Région,RSS03,03 - Capitale-Nationale,     21365,     11703,       54.8,      4143,       19.4,      5519,       25.8,       981,        25,        2.5,        84,        8.6,       872,       88.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     12346,      6837,       55.4,      2443,       19.8,      3066,       24.8,       505,        16,        3.2,        28,        5.5,       461,       91.3
Région,RSS05,05 - Estrie,     11073,      6293,       56.8,      2185,       19.7,      2595,       23.4,       304,n.d.,n.d.,n.d.,n.d.,       272,       89.5
Région,RSS06,06 - Montréal,     94870,     52908,       55.8,     17353,       18.3,     24609,       25.9,      4457,       130,        2.9,       240,        5.4,      4087,       91.7
Région,RSS07,07 - Outaouais,      5760,      3347,       58.1,      1000,       17.4,      1413,       24.5,       161,n.d.,n.d.,n.d.,n.d.,       145,       90.1
Région,RSS08,08 - Abitibi-Témiscamingue,       845,       492,       58.2,       205,       24.3,       148,       17.5,         7,n.d.,n.d.,n.d.,n.d.,         5,       71.4
Région,RSS09,09 - Côte-Nord,       330,       209,       63.3,        66,       20.0,        55,       16.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,        85,        46,       54.1,        15,       17.6,        24,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1675,       824,       49.2,       359,       21.4,       492,       29.4,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     11399,      6545,       57.4,      2283,       20.0,      2571,       22.6,       287,         8,        2.8,        25,        8.7,       254,       88.5
Région,RSS13,13 - Laval,     23991,     14296,       59.6,      4820,       20.1,      4875,       20.3,       860,         9,        1.0,        58,        6.7,       793,       92.2
Région,RSS14,14 - Lanaudière,     20034,     11797,       58.9,      4132,       20.6,      4105,       20.5,       490,        18,        3.7,        29,        5.9,       443,       90.4
Région,RSS15,15 - Laurentides,     16230,      9490,       58.5,      3207,       19.8,      3533,       21.8,       468,        21,        4.5,        31,        6.6,       416,       88.9
Région,RSS16,16 - Montérégie,     40036,     22271,       55.6,      8006,       20.0,      9759,       24.4,      1476,        47,        3.2,        92,        6.2,      1337,       90.6
Région,RSS17,17 - Nunavik,        39,        21,       53.8,         5,       12.8,        13,       33.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    270373,    152315,       56.3,     52506,       19.4,     65552,       24.2,     10338,       299,        2.9,       653,        6.3,      9386,       90.8
Groupe d'âge,0_9,Moins de 10 ans,     20206,     17098,       84.6,      2524,       12.5,       584,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     31497,     26047,       82.7,      4567,       14.5,       883,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     37670,     30334,       80.5,      5518,       14.6,      1818,        4.8,         6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     36329,     25194,       69.3,      7687,       21.2,      3448,        9.5,        14,n.d.,n.d.,n.d.,n.d.,        10,       71.4
Groupe d'âge,40_49,40-49 ans,     40434,     25026,       61.9,      9810,       24.3,      5598,       13.8,        34,         9,       26.5,         7,       20.6,        18,       52.9
Groupe d'âge,50_59,50-59 ans,     37107,     18319,       49.4,     10628,       28.6,      8160,       22.0,       170,        27,       15.9,        23,       13.5,       120,       70.6
Groupe d'âge,60_69,60-69 ans,     23082,      7540,       32.7,      6460,       28.0,      9082,       39.3,       601,        44,        7.3,        60,       10.0,       497,       82.7
Groupe d'âge,70_79,70-79 ans,     15774,      1847,       11.7,      2885,       18.3,     11042,       70.0,      1955,        68,        3.5,       158,        8.1,      1729,       88.4
Groupe d'âge,80_89,80-89 ans,     17593,       651,        3.7,      1710,        9.7,     15232,       86.6,      4113,        69,        1.7,       244,        5.9,      3800,       92.4
Groupe d'âge,90_,90 ans et plus,     10681,       259,        2.4,       717,        6.7,      9705,       90.9,      3444,        76,        2.2,       158,        4.6,      3210,       93.2
