,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1614,6,1596,18,30,0,1531,53,196934.5,819.56,26.93,15.23
02,02 - Saguenay-Lac-Saint-Jean,8868,8,8676,192,264,0,8566,38,277505,3195.62,13.70,95.13
03,03 - Capitale-Nationale,22830,53,22493,337,997,0,21482,351,757803,3012.66,46.18,131.56
04,04 - Mauricie et Centre-du-Québec,12936,11,12704,232,508,0,12291,137,523331.5,2471.86,26.13,97.07
05,05 - Estrie,11759,-2,11298,461,314,3,11279,166,494966.5,2375.72,33.42,63.44
06,06 - Montréal,110053,360,107183,2870,4558,0,102028,3467,2072060.5,5311.28,166.81,219.97
07,07 - Outaouais,6541,22,6124,417,167,0,6211,163,402744,1624.11,40.30,41.47
08,08 - Abitibi-Témiscamingue,887,2,854,33,7,0,843,37,147637,600.80,25.06,4.74
09,09 - Côte-Nord,356,1,341,15,3,0,351,2,89700.5,396.88,2.24,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1733,2,1714,19,45,0,1666,22,89823,1929.35,24.54,50.10
12,12 - Chaudière-Appalaches,11805,16,11539,266,288,0,11425,92,431109.5,2738.28,21.30,66.80
13,13 - Laval,25678,78,24099,1579,876,0,23988,814,444658.5,5774.77,182.28,197.01
14,14 - Lanaudière,20916,54,20205,711,495,0,19873,548,522367,4004.08,104.45,94.76
15,15 - Laurentides,17008,47,16405,603,479,4,16076,453,630238,2698.66,71.51,76.00
16,16 - Montérégie,42642,91,40844,1798,1493,1,40374,775,1438226,2964.90,53.68,103.81
17,17 - Nunavik,46,1,44,2,0,0,45,1,14336.5,320.86,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,261,3,255,6,0,0,253,8,.,.,.,.
999,Ensemble du Québec,296143,753,286582,9561,10526,8,278489,7128,8565469.5,3457.41,82.96,122.89

