,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,738,10,726,12,16,0,582,140,197074,374.48,71.04,8.12
02,02 - Saguenay–Lac-Saint-Jean,4514,148,4367,147,105,2,3263,1146,277632,1625.89,412.78,37.82
03,03 - Capitale-Nationale,11050,98,10804,246,418,2,9496,1136,755459,1462.69,150.37,55.33
04,04 - Mauricie et Centre-du-Québec,6522,66,6319,203,259,5,5533,730,522341,1248.61,139.76,49.58
05,05 - Estrie,4233,40,3934,299,57,2,3641,535,493163,858.34,108.48,11.56
06,06 - Montréal,49248,219,46496,2752,3600,4,42957,2691,2065657,2384.13,130.27,174.28
07,07 - Outaouais,3426,27,3155,271,76,0,3004,346,401032,854.30,86.28,18.95
08,08 - Abitibi-Témiscamingue,260,2,228,32,4,0,253,3,147616,176.13,2.03,2.71
09,09 - Côte-Nord,199,-1,187,12,2,0,181,16,90033,221.03,17.77,2.22
10,10 - Nord-du-Québec,52,0,50,2,0,0,43,9,13558,383.54,66.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1331,15,1313,18,39,1,1182,110,89998,1478.92,122.22,43.33
12,12 - Chaudière-Appalaches,5063,64,4828,235,125,5,4460,478,430309,1176.60,111.08,29.05
13,13 - Laval,10980,73,9788,1192,723,0,9690,567,442745,2479.98,128.06,163.30
14,14 - Lanaudière,10754,158,10054,700,312,4,9195,1247,520092,2067.71,239.77,59.99
15,15 - Laurentides,7710,27,7115,595,331,-1,7022,357,626968,1229.73,56.94,52.79
16,16 - Montérégie,19200,133,17992,1208,847,4,16912,1441,1432751,1340.08,100.58,59.12
17,17 - Nunavik,28,-1,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,103,22,101,2,0,0,91,12,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,135430,1100,127502,7928,6915,28,117551,10964,8539073,1586.00,128.40,80.98
