,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,10571,125,10533,38,66,1,8502,2003,197738.33333,5345.95,1013.34,33.38,309
02,02 - Saguenay-Lac-Saint-Jean,19063,171,18765,298,286,1,15615,3162,278600,6842.43,1134.98,102.66,331
03,03 - Capitale-Nationale,57485,497,57122,363,1174,0,48115,8196,761103.66667,7552.85,1069.17,154.25,668
04,04 - Mauricie et Centre-du-Québec,38065,362,37825,240,635,3,31665,5765,527666.66667,7213.83,1087.15,120.34,526
05,05 - Estrie,34781,338,34256,525,442,3,30616,3723,502406,6922.89,732.90,87.98,400
06,06 - Montréal,247359,2460,244134,3225,4959,13,216848,25552,2061667.3333,11998.01,1233.51,240.53,2914
07,07 - Outaouais,30121,217,29679,442,224,0,24638,5259,405378.66667,7430.34,1283.50,55.26,860
08,08 - Abitibi-Témiscamingue,4359,90,4325,34,25,2,3151,1183,147876.33333,2947.73,799.64,16.91,134
09,09 - Côte-Nord,2671,57,2645,26,5,0,1752,914,90082.333333,2965.07,1019.32,5.55,70
10,10 - Nord-du-Québec,507,24,456,51,0,0,353,154,13383.666667,3788.20,1157.55,0.00,37
11,11 - Gaspésie-Îles-de-la-Madeleine,4045,50,4009,36,48,0,3415,582,90783.333333,4455.66,640.29,52.87,202
12,12 - Chaudière-Appalaches,42529,572,42254,275,422,5,35363,6744,434525.66667,9787.45,1544.77,97.12,358
13,13 - Laval,58632,513,56664,1968,962,1,51698,5972,445993.33333,13146.38,1326.75,215.70,812
14,14 - Lanaudière,53851,375,53136,715,572,4,45359,7920,530581,10149.44,1474.83,107.81,814
15,15 - Laurentides,47903,1526,47297,606,544,6,41218,6141,640046.66667,7484.30,946.64,84.99,1051
16,16 - Montérégie,110194,849,108280,1914,1705,13,95022,13467,1452381.3333,7587.13,918.11,117.39,1530
17,17 - Nunavik,1672,42,1668,4,5,0,1298,369,14619,11437.17,2481.34,34.20,15
18,18 - Terres-Cries-de-la-Baie-James,866,55,744,122,5,0,613,248,18660.333333,4640.86,1307.26,26.79,57
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2249,28,2241,8,1,0,1979,269,.,.,.,.,36
999,Ensemble du Québec,766927,8351,756036,10891,12080,52,657224,97623,8613493.6667,8903.79,1125.05,140.25,11124

