No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,9,0,27,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,87,72,2,80,8,250,2.7 %
3,03 - Capitale-Nationale,3,446,113,10,246,25,843,9.2 %
4,04 - Mauricie et Centre-du-Québec,6,133,156,21,94,5,415,4.5 %
5,05 - Estrie,2,109,33,14,70,10,238,2.6 %
6,06 - Montréal,200,2631,567,118,557,58,4131,44.9 %
7,07 - Outaouais,7,59,32,11,37,1,147,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,18,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,85,57,6,70,4,227,2.5 %
13,13 - Laval,2,483,99,50,163,6,803,8.7 %
14,14 - Lanaudière,3,242,91,8,94,2,440,4.8 %
15,15 - Laurentides,61,146,76,36,69,13,401,4.4 %
16,16 - Montérégie,13,546,241,52,366,13,1231,13.4 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),306,4988,1567,332,1869,146,9208,
9999,Ensemble du Québec (%),3.3 %,54.2 %,17.0 %,3.6 %,20.3 %,1.6 %,           .,100.0 %
