Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,Bas-Saint-Laurent,      1390,       768,       55.3,       296,       21.3,       326,       23.5,        27,n.d.,n.d.,n.d.,n.d.,        25,       92.6
Région,RSS02,Saguenay–Lac-Saint-Jean,      8383,      4144,       49.4,      1891,       22.6,      2348,       28.0,       244,        11,        4.5,        18,        7.4,       215,       88.1
Région,RSS03,Capitale-Nationale,     19282,     10474,       54.3,      3743,       19.4,      5065,       26.3,       813,        21,        2.6,        68,        8.4,       724,       89.1
Région,RSS04,Mauricie et Centre-du-Québec,     11049,      6117,       55.4,      2216,       20.1,      2716,       24.6,       404,        14,        3.5,        20,        5.0,       370,       91.6
Région,RSS05,Estrie,      9382,      5291,       56.4,      1842,       19.6,      2249,       24.0,       226,n.d.,n.d.,n.d.,n.d.,       207,       91.6
Région,RSS06,Montréal,     76282,     41035,       53.8,     13885,       18.2,     21362,       28.0,      4013,       109,        2.7,       196,        4.9,      3708,       92.4
Région,RSS07,Outaouais,      5001,      2874,       57.5,       868,       17.4,      1259,       25.2,       140,         5,        3.6,         9,        6.4,       126,       90.0
Région,RSS08,Abitibi-Témiscamingue,       621,       364,       58.6,       147,       23.7,       110,       17.7,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS09,Côte-Nord,       312,       197,       63.1,        61,       19.6,        54,       17.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,Nord-du-Québec,        91,        50,       54.9,        16,       17.6,        25,       27.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,Gaspésie–Îles-de-la-Madeleine,      1640,       799,       48.7,       355,       21.6,       486,       29.6,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,Chaudière-Appalaches,     10044,      5751,       57.3,      1985,       19.8,      2308,       23.0,       218,n.d.,n.d.,n.d.,n.d.,       195,       89.4
Région,RSS13,Laval,     19531,     11382,       58.3,      3940,       20.2,      4209,       21.6,       791,         8,        1.0,        46,        5.8,       737,       93.2
Région,RSS14,Lanaudière,     17037,      9918,       58.2,      3518,       20.6,      3601,       21.1,       432,        14,        3.2,        25,        5.8,       393,       91.0
Région,RSS15,Laurentides,     12927,      7375,       57.1,      2548,       19.7,      3004,       23.2,       392,        14,        3.6,        28,        7.1,       350,       89.3
Région,RSS16,Montérégie,     32977,     18080,       54.8,      6564,       19.9,      8333,       25.3,      1210,        30,        2.5,        61,        5.0,      1119,       92.5
Région,RSS17,Nunavik,        31,        18,       58.1,         5,       16.1,         8,       25.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,Terres-Cries-de-la-Baie-James,        51,        27,       52.9,         7,       13.7,        17,       33.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    226052,    124683,       55.2,     43888,       19.4,     57481,       25.4,      8965,       237,        2.6,       512,        5.7,      8216,       91.6
Groupe d'âge,0_9,Moins de 10 ans,     14381,     12063,       83.9,      1874,       13.0,       444,        3.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     25675,     21220,       82.6,      3733,       14.5,       722,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     32236,     25977,       80.6,      4728,       14.7,      1531,        4.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     29973,     20727,       69.2,      6383,       21.3,      2863,        9.6,        10,n.d.,n.d.,n.d.,n.d.,         7,       70.0
Groupe d'âge,40_49,40-49 ans,     33741,     20792,       61.6,      8246,       24.4,      4703,       13.9,        30,         8,       26.7,         5,       16.7,        17,       56.7
Groupe d'âge,50_59,50-59 ans,     31102,     15279,       49.1,      8926,       28.7,      6897,       22.2,       145,        20,       13.8,        20,       13.8,       105,       72.4
Groupe d'âge,60_69,60-69 ans,     19503,      6314,       32.4,      5404,       27.7,      7785,       39.9,       506,        33,        6.5,        39,        7.7,       434,       85.8
Groupe d'âge,70_79,70-79 ans,     13740,      1549,       11.3,      2459,       17.9,      9732,       70.8,      1658,        50,        3.0,       123,        7.4,      1485,       89.6
Groupe d'âge,80_89,80-89 ans,     15873,       534,        3.4,      1497,        9.4,     13842,       87.2,      3589,        55,        1.5,       192,        5.3,      3342,       93.1
Groupe d'âge,90_,90 ans et plus,      9828,       228,        2.3,       638,        6.5,      8962,       91.2,      3022,        65,        2.2,       131,        4.3,      2826,       93.5
