No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,3,4,5,0,15,0.2 %
2,02 - Saguenay–Lac-Saint-Jean,1,43,31,0,15,6,96,1.4 %
3,03 - Capitale-Nationale,3,240,78,3,84,5,413,6.0 %
4,04 - Mauricie et Centre-du-Québec,6,124,49,14,53,3,249,3.6 %
5,05 - Estrie,1,14,13,0,23,3,54,0.8 %
6,06 - Montréal,189,2465,357,104,440,40,3595,52.5 %
7,07 - Outaouais,5,21,13,8,20,4,71,1.0 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,13,14,0,10,0,37,0.5 %
12,12 - Chaudière-Appalaches,5,36,28,6,40,4,119,1.7 %
13,13 - Laval,2,471,65,42,134,7,721,10.5 %
14,14 - Lanaudière,3,171,53,6,68,2,303,4.4 %
15,15 - Laurentides,59,114,55,30,61,12,331,4.8 %
16,16 - Montérégie,14,381,143,39,242,12,831,12.1 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),291,4093,907,256,1196,99,6842,
9999,Ensemble du Québec (%),4.3 %,59.8 %,13.3 %,3.7 %,17.5 %,1.4 %,           .,100.0 %
