Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;9;26;* 23,7;4811;4379,9;0;;0;
5-9 ans;22;37;34,4;6347;5899,8;0;;0;
10-19 ans;36;57;28,7;14680;7380;0;;0;
20-29 ans;105;224;68,8;22782;6997,4;0;;< 5;n.p.
30-39 ans;65;120;36,6;20565;6265,7;0;;7;n.p.
40-49 ans;60;99;35,7;19882;7162,2;0;;22;* 7,9
50-59 ans;27;48;18,7;16298;6354;0;;105;40,9
60-69 ans;11;20;* 9,2;9940;4594,7;0;;331;153
70-79 ans;13;16;* 11,1;6474;4480;0;;837;579,2
80 ans et +;0;< 5;n.p.;11942;11871,8;0;;3468;3447,6
Manquant;0;0;;92;;0;;0;
Total;348;650;31,5;133813;6478;0;;4773;231,1
