,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1518,7,1501,17,30,0,1460,28,196934.5,770.81,14.23,15.23
02,02 - Saguenay-Lac-Saint-Jean,8803,4,8612,191,263,0,8513,27,277505,3172.20,9.73,94.77
03,03 - Capitale-Nationale,22109,38,21773,336,966,1,20817,326,757803,2917.51,42.89,127.47
04,04 - Mauricie et Centre-du-Québec,12640,11,12410,230,494,0,11855,291,523331.5,2415.30,55.50,94.40
05,05 - Estrie,11308,42,10871,437,296,2,10643,369,494966.5,2284.60,74.28,59.80
06,06 - Montréal,102519,416,99665,2854,4459,-2,93445,4615,2072060.5,4947.68,222.04,215.20
07,07 - Outaouais,6087,8,5686,401,158,0,5802,127,402744,1511.38,31.40,39.23
08,08 - Abitibi-Témiscamingue,790,9,757,33,7,0,729,54,147637,535.10,36.57,4.74
09,09 - Côte-Nord,351,1,336,15,3,0,344,4,89700.5,391.30,4.48,3.34
10,10 - Nord-du-Québec,86,0,84,2,0,0,86,0,13521.5,636.02,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1702,0,1683,19,45,0,1650,7,89823,1894.84,7.81,50.10
12,12 - Chaudière-Appalaches,11612,12,11348,264,283,1,11055,274,431109.5,2693.52,63.44,65.64
13,13 - Laval,23831,92,22345,1486,859,1,22119,853,444658.5,5359.39,191.01,193.18
14,14 - Lanaudière,19738,101,19026,712,486,1,18563,689,522367,3778.57,131.33,93.04
15,15 - Laurentides,15640,55,15041,599,462,0,14770,408,630238,2481.60,64.40,73.31
16,16 - Montérégie,40746,105,39077,1669,1451,2,37996,1299,1438226,2833.07,89.98,100.89
17,17 - Nunavik,41,0,39,2,0,0,40,1,14336.5,285.98,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,117,-1,117,0,2,0,113,2,18507,632.19,10.74,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,245,0,241,4,0,0,241,4,.,.,.,.
999,Ensemble du Québec,279887,900,270616,9271,10264,6,260245,9378,8565469.5,3267.62,109.15,119.83

