,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3970,2,3944,26,53,0,3911,6,196934.5,2015.90,3.05,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11025,1,10803,222,271,0,10753,1,277505,3972.90,0.36,97.66,2
03,03 - Capitale-Nationale,32828,5,32474,354,1117,0,31678,33,757803,4332.00,4.34,147.40,6
04,04 - Mauricie et Centre-du-Québec,15214,0,14974,240,526,0,14676,12,523331.5,2907.14,2.29,100.51,0
05,05 - Estrie,14919,2,14401,518,352,0,14549,18,494966.5,3014.14,3.62,71.12,7
06,06 - Montréal,133260,28,130316,2944,4770,1,128189,301,2072060.5,6431.28,14.48,230.21,15
07,07 - Outaouais,12575,3,12128,447,215,0,12338,22,402744,3122.33,5.44,53.38,5
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,0
09,09 - Côte-Nord,578,0,559,19,4,0,573,1,89700.5,644.37,1.12,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2018,1,89823,2298.97,1.12,51.21,0
12,12 - Chaudière-Appalaches,19287,-3,19006,281,368,0,18912,7,431109.5,4473.81,1.62,85.36,-1
13,13 - Laval,31804,8,29974,1830,914,0,30787,103,444658.5,7152.46,23.06,205.55,18
14,14 - Lanaudière,24104,4,23392,712,517,0,23541,46,522367,4614.38,8.77,98.97,0
15,15 - Laurentides,21036,5,20432,604,510,0,20506,20,630238,3337.79,3.16,80.92,3
16,16 - Montérégie,51527,8,49567,1960,1557,0,49897,73,1438226,3582.68,5.06,108.26,12
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,492,2,487,5,0,0,481,11,.,.,.,.,0
999,Ensemble du Québec,376109,65,365889,10220,11232,1,364222,655,8565469.5,4390.99,7.62,131.13,67

