,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3947,0,3921,26,51,0,3886,10,196934.5,2004.22,5.08,25.90
02,02 - Saguenay-Lac-Saint-Jean,11004,0,10783,221,270,0,10723,11,277505,3965.33,3.97,97.30
03,03 - Capitale-Nationale,32745,2,32393,352,1115,0,31589,41,757803,4321.04,5.39,147.14
04,04 - Mauricie et Centre-du-Québec,15167,1,14928,239,525,0,14618,24,523331.5,2898.16,4.58,100.32
05,05 - Estrie,14874,1,14356,518,351,0,14475,48,494966.5,3005.05,9.66,70.91
06,06 - Montréal,132392,36,129471,2921,4761,0,127105,526,2072060.5,6389.39,25.31,229.77
07,07 - Outaouais,12436,6,11989,447,214,0,12154,68,402744,3087.82,16.81,53.14
08,08 - Abitibi-Témiscamingue,1145,0,1112,33,9,0,1125,11,147637,775.55,7.45,6.10
09,09 - Côte-Nord,573,0,554,19,4,0,569,0,89700.5,638.79,0.00,4.46
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2056,0,2036,20,45,0,1997,14,89823,2288.95,15.62,50.10
12,12 - Chaudière-Appalaches,19246,2,18965,281,357,0,18817,72,431109.5,4464.30,16.67,82.81
13,13 - Laval,31505,13,29690,1815,912,0,30476,117,444658.5,7085.21,26.20,205.10
14,14 - Lanaudière,23981,12,23270,711,516,0,23363,102,522367,4590.83,19.44,98.78
15,15 - Laurentides,20955,6,20351,604,506,0,20390,59,630238,3324.93,9.31,80.29
16,16 - Montérégie,51245,10,49292,1953,1552,0,49508,185,1438226,3563.07,12.81,107.91
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.
99,Hors Québec,461,1,456,5,0,0,450,11,.,.,.,.
999,Ensemble du Québec,374011,90,363841,10170,11191,0,361521,1299,8565469.5,4366.50,15.12,130.65

