Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;52;47,3;4757;4330,8;0;;0;
5-9 ans;n.d.;50;46,5;6272;5830,1;0;;0;
10-19 ans;n.d.;129;64,9;14518;7298,6;0;;0;
20-29 ans;n.d.;134;41,2;22316;6854,3;0;;< 5;n.p.
30-39 ans;n.d.;105;32;20295;6183,5;0;;7;n.p.
40-49 ans;n.d.;85;30,6;19695;7094,9;0;;22;* 7,9
50-59 ans;n.d.;70;27,3;16191;6312,3;< 5;n.p.;103;40,2
60-69 ans;n.d.;22;* 10,2;9872;4563,3;< 5;n.p.;329;152,1
70-79 ans;n.d.;21;* 14,5;6443;4458,6;< 5;n.p.;833;576,4
80 ans et +;n.d.;14;* 13,9;11941;11870,8;< 5;n.p.;3464;3443,6
Manquant;n.d.;0;;92;;0;;0;
Total;36;682;33;132392;6409,2;7;n.p.;4761;230,5
