No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,119,7,25,0,167,1.1 %
02,02 - Saguenay-Lac-Saint-Jean,0,126,150,10,133,12,431,2.8 %
03,03 - Capitale-Nationale,7,617,373,39,460,35,1531,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,157,693,22,114,5,995,6.6 %
05,05 - Estrie,4,175,206,26,181,16,608,4.0 %
06,06 - Montréal,216,2834,1368,158,795,79,5450,35.9 %
07,07 - Outaouais,11,94,123,15,63,4,310,2.0 %
08,08 - Abitibi-Témiscamingue,3,35,47,6,18,1,110,0.7 %
09,09 - Côte-Nord,0,0,45,0,1,0,46,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,52,0,13,0,81,0.5 %
12,12 - Chaudière-Appalaches,5,161,264,10,188,6,634,4.2 %
13,13 - Laval,5,546,273,59,206,10,1099,7.2 %
14,14 - Lanaudière,3,312,246,25,168,5,759,5.0 %
15,15 - Laurentides,63,259,246,64,104,13,749,4.9 %
16,16 - Montérégie,16,708,767,74,600,12,2177,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,14,0,0,1,15,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),340,6053,5002,515,3069,199,15178,
9999,Ensemble du Québec (%),2.2 %,39.9 %,33.0 %,3.4 %,20.2 %,1.3 %,.,100.0 %

