,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1450,4,1435,15,28,1,1380,42,196795,736.81,21.34,14.23
02,02 - Saguenay–Lac-Saint-Jean,8657,15,8473,184,259,5,8182,216,277378,3121.01,77.87,93.37
03,03 - Capitale-Nationale,20830,90,20513,317,864,12,18634,1332,760147,2740.26,175.23,113.66
04,04 - Mauricie et Centre-du-Québec,11837,78,11611,226,427,5,10559,851,524322,2257.58,162.30,81.44
05,05 - Estrie,10183,58,9777,406,250,7,9213,720,496770,2049.84,144.94,50.33
06,06 - Montréal,89607,681,86791,2816,4182,31,78084,7341,2078464,4311.21,353.19,201.21
07,07 - Outaouais,5684,15,5308,376,147,0,5265,272,404456,1405.34,67.25,36.35
08,08 - Abitibi-Témiscamingue,664,2,630,34,5,0,585,74,147658,449.69,50.12,3.39
09,09 - Côte-Nord,336,0,322,14,3,0,321,12,89368,375.97,13.43,3.36
10,10 - Nord-du-Québec,87,0,85,2,0,0,83,4,13485,645.16,29.66,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1685,2,1666,19,45,0,1627,13,89648,1879.57,14.50,50.20
12,12 - Chaudière-Appalaches,10595,76,10335,260,232,3,9689,674,431910,2453.06,156.05,53.71
13,13 - Laval,21087,128,19655,1432,809,4,18805,1473,446572,4721.97,329.85,181.16
14,14 - Lanaudière,17959,97,17249,710,447,4,16432,1080,524642,3423.10,205.85,85.20
15,15 - Laurentides,13712,98,13109,603,409,4,12464,839,633508,2164.46,132.44,64.56
16,16 - Montérégie,35778,276,34330,1448,1252,12,31767,2759,1443701,2478.21,191.11,86.72
17,17 - Nunavik,37,0,35,2,0,0,31,6,14413,256.71,41.63,0.00
18,18 - Terres-Cries-de-la-Baie-James,85,8,85,0,2,0,48,35,18629,456.28,187.88,10.74
98,Inconnu,5,0,5,0,0,0,5,0,           .,         .  ,         .  ,         .  
99,Hors Québec,213,3,209,4,0,0,193,20,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,250491,1631,241623,8868,9361,88,223367,17763,8591866,2915.44,206.74,108.95
