No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,156,8,26,0,206,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,161,188,11,151,12,523,3.1 %
03,03 - Capitale-Nationale,7,662,451,42,500,38,1700,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,158,868,23,114,5,1172,7.0 %
05,05 - Estrie,4,198,270,26,201,16,715,4.3 %
06,06 - Montréal,218,2857,1546,161,821,81,5684,33.9 %
07,07 - Outaouais,11,98,145,15,71,8,348,2.1 %
08,08 - Abitibi-Témiscamingue,3,40,60,6,19,1,129,0.8 %
09,09 - Côte-Nord,0,0,57,0,1,0,58,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,61,0,13,0,90,0.5 %
12,12 - Chaudière-Appalaches,5,176,318,11,204,6,720,4.3 %
13,13 - Laval,6,559,308,59,224,12,1168,7.0 %
14,14 - Lanaudière,3,334,290,26,185,6,844,5.0 %
15,15 - Laurentides,64,282,344,66,122,14,892,5.3 %
16,16 - Montérégie,16,735,991,78,642,13,2475,14.8 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6289,6090,532,3294,213,16762,
9999,Ensemble du Québec (%),2.1 %,37.5 %,36.3 %,3.2 %,19.7 %,1.3 %,.,100.0 %

