No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,189,11,20742,911.19,53.13
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,316,13,34840,907.00,37.27
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,127,n.d.,19055.5,666.47,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,34,0,8507,399.67,0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,600,n.d.,57728,1039.36,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,87,n.d.,17948.5,484.72,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,224,n.d.,20658.5,1084.30,n.d.
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,0,17455,286.45,0.00
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),1644,37,196934.5,834.80,18.80
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,446,99,31025,1437.55,319.64
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,711,23,25019.5,2841.78,92.09
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2352,6,52281,4498.77,11.48
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2075,12,67384,3079.37,17.82
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2835,25,79237.5,3577.85,31.54
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,682,59,22558,3023.32,261.73
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),9108,224,277505,3282.10,80.76
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1413,7,55121,2563.45,12.65
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10801,178,321832.5,3356.09,55.17
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,10209,194,352784,2893.84,54.78
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,524,11,28065.5,1867.06,39.27
03,03 - Capitale-Nationale,,Total (incluant inconnus),23139,392,757803,3053.43,51.57
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,400,7,15002,2666.31,46.72
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,408,n.d.,25591.5,1594.28,n.d.
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,582,7,22969.5,2533.79,30.46
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1399,n.d.,64680,2162.96,n.d.
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3575,16,143710,2487.65,11.11
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,803,n.d.,44674,1797.47,n.d.
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3430,54,108252,3168.53,49.71
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2322,14,98452.5,2358.50,14.19
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),13019,109,523331.5,2487.72,20.79
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,1006,8,56363,1784.86,14.13
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,3106,52,106352,2920.49,48.67
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,737,10,52727.5,1397.75,18.89
05,05 - Estrie,0514,0514 - RLS de Coaticook,428,n.d.,18758.5,2281.63,n.d.
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,4104,18,170859,2401.98,10.49
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,632,n.d.,31559.5,2002.57,n.d.
05,05 - Estrie,0517,0517 - RLS d'Asbestos,604,32,14238.5,4242.02,225.04
