,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15446,15,15407,39,109,0,14692,645,197738.33333,7811.33,326.31,55.12,56
02,02 - Saguenay-Lac-Saint-Jean,24791,17,24431,360,359,0,23910,522,278600,8898.42,187.37,128.86,56
03,03 - Capitale-Nationale,75030,87,74667,363,1415,1,72234,1381,761103.66667,9858.05,180.15,185.91,128
04,04 - Mauricie et Centre-du-Québec,49363,51,49123,240,884,6,47461,1018,527666.66667,9354.96,191.97,167.53,84
05,05 - Estrie,42357,38,41832,525,542,0,41344,471,502406,8430.83,92.72,107.88,67
06,06 - Montréal,282984,92,279623,3361,5330,0,275583,2071,2061667.3333,13725.98,99.98,258.53,130
07,07 - Outaouais,35712,13,35267,445,288,0,35071,353,405378.66667,8809.54,86.15,71.04,36
08,08 - Abitibi-Témiscamingue,7953,22,7914,39,72,1,7584,297,147876.33333,5378.14,200.76,48.69,55
09,09 - Côte-Nord,5888,13,5861,27,36,0,5339,513,90082.333333,6536.24,572.11,39.96,44
10,10 - Nord-du-Québec,1106,5,905,201,4,0,1061,41,13383.666667,8263.80,308.18,29.89,10
11,11 - Gaspésie-Îles-de-la-Madeleine,5850,40,5814,36,57,0,5394,399,90783.333333,6443.91,438.96,62.79,23
12,12 - Chaudière-Appalaches,53202,90,52919,283,553,0,51555,1094,434525.66667,12243.70,250.59,127.27,71
13,13 - Laval,66311,24,64349,1962,1047,0,64869,395,445993.33333,14868.16,87.75,234.76,35
14,14 - Lanaudière,62997,32,62281,716,724,1,61756,517,530581,11873.21,96.27,136.45,44
15,15 - Laurentides,70060,52,69453,607,702,0,68480,878,640046.66667,10946.08,135.34,109.68,72
16,16 - Montérégie,130484,52,128579,1905,2034,0,126945,1505,1452381.3333,8984.14,102.60,140.05,118
17,17 - Nunavik,2741,1,2737,4,10,0,2693,38,14619,18749.57,255.53,68.40,4
18,18 - Terres-Cries-de-la-Baie-James,2324,20,2081,243,14,0,2199,111,18660.333333,12454.23,585.10,75.03,22
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2644,6,2636,8,2,0,2622,20,.,.,.,.,6
999,Ensemble du Québec,937247,670,925882,11365,14182,9,910796,12269,8613493.6667,10881.15,141.39,164.65,1061

