No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,11,45,5,15,0,79,0.6 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,107,6,94,9,310,2.4 %
03,03 - Capitale-Nationale,5,549,267,36,365,30,1252,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,155,434,22,110,5,731,5.7 %
05,05 - Estrie,3,138,183,20,134,12,490,3.8 %
06,06 - Montréal,209,2783,1181,147,731,73,5124,39.6 %
07,07 - Outaouais,11,87,82,15,57,4,256,2.0 %
08,08 - Abitibi-Témiscamingue,2,5,24,1,5,0,37,0.3 %
09,09 - Côte-Nord,0,0,10,0,1,0,11,0.1 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,21,0,13,0,49,0.4 %
12,12 - Chaudière-Appalaches,5,135,171,9,147,5,472,3.6 %
13,13 - Laval,3,522,219,54,194,7,999,7.7 %
14,14 - Lanaudière,4,287,189,16,133,4,633,4.9 %
15,15 - Laurentides,64,206,170,57,94,14,605,4.7 %
16,16 - Montérégie,16,651,621,66,511,10,1875,14.5 %
17,17 - Nunavik,0,0,6,0,0,0,6,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,5,0,0,1,6,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),330,5638,3736,454,2604,174,12936,
9999,Ensemble du Québec (%),2.6 %,43.6 %,28.9 %,3.5 %,20.1 %,1.3 %,.,100.0 %

