,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1511,2,1494,17,30,0,1457,24,196934.5,767.26,12.20,15.23
02,02 - Saguenay-Lac-Saint-Jean,8799,4,8608,191,263,0,8511,25,277505,3170.75,9.01,94.77
03,03 - Capitale-Nationale,22071,33,21735,336,965,1,20771,335,757803,2912.50,44.07,127.34
04,04 - Mauricie et Centre-du-Québec,12629,21,12399,230,494,1,11823,312,523331.5,2413.19,59.51,94.40
05,05 - Estrie,11266,26,10833,433,294,0,10604,368,494966.5,2276.11,74.08,59.40
06,06 - Montréal,102103,382,99251,2852,4461,5,93079,4563,2072060.5,4927.61,219.54,215.29
07,07 - Outaouais,6079,14,5678,401,158,1,5792,129,402744,1509.40,31.89,39.23
08,08 - Abitibi-Témiscamingue,781,1,748,33,7,0,720,54,147637,529.00,36.57,4.74
09,09 - Côte-Nord,350,0,335,15,3,0,344,3,89700.5,390.19,3.36,3.34
10,10 - Nord-du-Québec,86,0,84,2,0,0,86,0,13521.5,636.02,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1702,0,1683,19,45,0,1649,8,89823,1894.84,8.92,50.10
12,12 - Chaudière-Appalaches,11600,23,11337,263,282,0,11030,288,431109.5,2690.73,66.68,65.41
13,13 - Laval,23739,98,22255,1484,858,2,22055,826,444658.5,5338.70,184.96,192.96
14,14 - Lanaudière,19637,59,18925,712,485,1,18514,638,522367,3759.23,121.61,92.85
15,15 - Laurentides,15585,34,14986,599,462,1,14723,400,630238,2472.88,63.14,73.31
16,16 - Montérégie,40641,102,38968,1673,1449,0,37861,1331,1438226,2825.77,92.19,100.75
17,17 - Nunavik,41,0,39,2,0,0,40,1,14336.5,285.98,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,118,1,118,0,2,0,112,4,18507,637.60,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,245,0,241,4,0,0,241,4,.,.,.,.
999,Ensemble du Québec,278987,800,269721,9266,10258,12,259416,9313,8565469.5,3257.11,108.39,119.76

