Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;0;26;* 23,7;9941;9050,3;0;;0;
5-9 ans;< 5;20;* 18,6;15139;14072,3;0;;0;
10-19 ans;7;59;29,7;30888;15528,2;0;;0;
20-29 ans;23;299;91,8;60266;18510,4;0;;5;n.p.
30-39 ans;29;355;108,2;54891;16724,2;0;;12;* 3,7
40-49 ans;23;294;105,9;47444;17091,1;0;;35;* 12,6
50-59 ans;18;275;107,2;36443;14207,8;0;;151;58,9
60-69 ans;15;212;98;21322;9856,1;< 5;n.p.;402;185,8
70-79 ans;17;137;94,8;13038;9022,3;< 5;n.p.;971;671,9
80 ans et +;6;156;155,1;20176;20057,5;< 5;n.p.;3905;3882,1
Manquant;0;6;;223;;0;;0;
Total;139;1839;89;309771;14996,2;< 5;n.p.;5481;265,3
