,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1679,11,1661,18,30,0,1591,58,196934.5,852.57,29.47,15.23
02,02 - Saguenay-Lac-Saint-Jean,9213,25,9014,199,265,0,8672,276,277505,3319.94,99.50,95.49
03,03 - Capitale-Nationale,23255,45,22915,340,1009,2,21843,403,757803,3068.74,53.02,133.15
04,04 - Mauricie et Centre-du-Québec,13074,27,12842,232,508,0,12457,109,523331.5,2498.23,20.79,97.07
05,05 - Estrie,11868,1,11402,466,319,0,11437,112,494966.5,2397.74,22.55,64.45
06,06 - Montréal,113267,240,110380,2887,4598,1,105551,3118,2072060.5,5466.39,150.01,221.90
07,07 - Outaouais,6967,50,6543,424,171,0,6506,290,402744,1729.88,71.70,42.46
08,08 - Abitibi-Témiscamingue,914,0,881,33,7,0,881,26,147637,619.09,17.61,4.74
09,09 - Côte-Nord,360,1,345,15,3,0,352,5,89700.5,401.34,5.59,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1746,0,1727,19,45,0,1693,8,89823,1943.82,8.92,50.10
12,12 - Chaudière-Appalaches,11986,33,11718,268,288,0,11541,157,431109.5,2780.27,36.35,66.80
13,13 - Laval,26513,70,24914,1599,882,0,24944,687,444658.5,5962.55,153.84,198.35
14,14 - Lanaudière,21424,28,20713,711,500,0,20493,431,522367,4101.33,82.15,95.72
15,15 - Laurentides,17487,40,16884,603,481,1,16684,322,630238,2774.67,50.83,76.32
16,16 - Montérégie,43424,85,41571,1853,1509,0,41185,730,1438226,3019.28,50.56,104.92
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,115,1,18507,643.00,5.37,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,273,0,268,5,0,0,264,9,.,.,.,.
999,Ensemble du Québec,303707,656,294031,9676,10618,4,286347,6742,8565469.5,3545.71,78.47,123.96

