Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;5;119;108,3;5689;5179,3;0;;0;
5-9 ans;16;271;251,9;8114;7542,3;0;;0;
10-19 ans;19;232;116,6;16973;8532,8;0;;0;
20-29 ans;16;183;56,2;26045;7999,6;0;;< 5;n.p.
30-39 ans;14;266;81;23210;7071,6;0;;7;n.p.
40-49 ans;26;258;92,9;21986;7920,2;< 5;n.p.;25;* 9
50-59 ans;15;140;54,6;17536;6836,6;< 5;n.p.;114;44,4
60-69 ans;6;94;43,5;10628;4912,8;< 5;n.p.;341;157,6
70-79 ans;< 5;70;48,4;6901;4775,5;< 5;n.p.;847;586,1
80 ans et +;5;68;67,6;12280;12207,9;< 5;n.p.;3502;3481,4
Manquant;0;< 5;;89;;0;;0;
Total;123;1702;82,4;149451;7235;12;* 0,6;4839;234,3
