,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1886,54,1866,20,30,0,1619,237,196934.5,957.68,120.43,15.23
02,02 - Saguenay-Lac-Saint-Jean,9396,25,9192,204,265,0,8882,249,277505,3385.88,89.77,95.49
03,03 - Capitale-Nationale,23814,111,23473,341,1014,1,22068,732,757803,3142.51,96.30,133.81
04,04 - Mauricie et Centre-du-Québec,13182,11,12949,233,508,0,12526,148,523331.5,2518.86,28.23,97.07
05,05 - Estrie,11983,15,11515,468,321,1,11533,129,494966.5,2420.97,25.97,64.85
06,06 - Montréal,115154,269,112263,2891,4614,2,107361,3179,2072060.5,5557.46,152.95,222.68
07,07 - Outaouais,7377,84,6951,426,172,0,6750,455,402744,1831.68,112.50,42.71
08,08 - Abitibi-Témiscamingue,960,7,927,33,8,0,898,54,147637,650.24,36.57,5.42
09,09 - Côte-Nord,360,-1,345,15,3,0,356,1,89700.5,401.34,1.12,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1747,0,1728,19,45,0,1700,2,89823,1944.94,2.23,50.10
12,12 - Chaudière-Appalaches,12243,40,11975,268,288,0,11646,309,431109.5,2839.88,71.54,66.80
13,13 - Laval,27071,71,25465,1606,886,0,25400,785,444658.5,6088.04,175.78,199.25
14,14 - Lanaudière,21637,40,20926,711,501,0,20775,361,522367,4142.11,68.81,95.91
15,15 - Laurentides,17789,61,17186,603,482,0,16913,394,630238,2822.58,62.19,76.48
16,16 - Montérégie,44065,103,42182,1883,1511,0,41612,942,1438226,3063.84,65.25,105.06
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,281,1,276,5,0,0,271,10,.,.,.,.
999,Ensemble du Québec,309202,891,299472,9730,10651,4,290564,7987,8565469.5,3609.87,92.96,124.35

