Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;7;239;217,6;3794;3454,1;0;;0;
5-9 ans;12;330;306,7;5215;4847,6;0;;0;
10-19 ans;29;571;287,1;12080;6072,9;0;;0;
20-29 ans;39;630;193,5;18995;5834,2;0;;< 5;n.p.
30-39 ans;44;695;211,8;17551;5347,4;0;;7;n.p.
40-49 ans;56;698;251,4;17056;6144,2;< 5;n.p.;19;* 6,8
50-59 ans;35;509;198,4;14004;5459,6;< 5;n.p.;90;35,1
60-69 ans;34;339;156,7;8836;4084,4;< 5;n.p.;304;140,5
70-79 ans;6;146;101;5977;4136,1;13;* 9;797;551,5
80 ans et +;7;83;82,5;11565;11497,1;17;* 16,9;3394;3374,1
Manquant;0;< 5;;81;;0;;0;
Total;269;4241;205,3;115154;5574,7;35;* 1,7;4614;223,4
