No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,11,43,5,15,0,77,0.6 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,104,6,93,9,306,2.4 %
03,03 - Capitale-Nationale,5,549,264,35,360,30,1243,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,155,429,22,110,5,726,5.6 %
05,05 - Estrie,3,136,172,19,132,12,474,3.7 %
06,06 - Montréal,208,2782,1174,146,731,73,5114,39.8 %
07,07 - Outaouais,11,87,79,14,57,4,252,2.0 %
08,08 - Abitibi-Témiscamingue,2,4,24,1,4,0,35,0.3 %
09,09 - Côte-Nord,0,0,7,0,1,0,8,0.1 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,21,0,13,0,49,0.4 %
12,12 - Chaudière-Appalaches,5,135,169,8,147,5,469,3.6 %
13,13 - Laval,3,521,214,53,194,7,992,7.7 %
14,14 - Lanaudière,4,287,188,16,133,4,632,4.9 %
15,15 - Laurentides,64,204,168,57,93,14,600,4.7 %
16,16 - Montérégie,16,648,612,66,510,10,1862,14.5 %
17,17 - Nunavik,0,0,6,0,0,0,6,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),329,5628,3679,448,2593,174,12851,
9999,Ensemble du Québec (%),2.6 %,43.8 %,28.6 %,3.5 %,20.2 %,1.4 %,.,100.0 %

