,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,11482,55,11443,39,77,0,10465,940,197738.33333,5806.66,475.56,38.94,64
02,02 - Saguenay-Lac-Saint-Jean,20531,111,20171,360,306,0,19037,1188,278600,7369.35,426.42,109.83,113
03,03 - Capitale-Nationale,63187,341,62822,365,1243,6,57069,4875,761103.66667,8302.02,635.94,163.32,351
04,04 - Mauricie et Centre-du-Québec,42073,195,41833,240,726,5,37595,3752,527666.66667,7973.40,707.54,137.59,318
05,05 - Estrie,37527,124,37001,526,474,0,35054,1999,502406,7469.46,393.52,94.35,207
06,06 - Montréal,265178,563,261879,3299,5114,18,248550,11514,2061667.3333,12862.31,555.83,248.05,1184
07,07 - Outaouais,32309,99,31862,447,252,0,30412,1645,405378.66667,7970.08,401.48,62.16,151
08,08 - Abitibi-Témiscamingue,5321,44,5286,35,35,2,4467,819,147876.33333,3598.28,553.60,23.67,76
09,09 - Côte-Nord,3450,48,3423,27,8,1,2751,691,90082.333333,3829.83,770.62,8.88,52
10,10 - Nord-du-Québec,673,12,574,99,0,0,600,73,13383.666667,5028.52,548.71,0.00,39
11,11 - Gaspésie-Îles-de-la-Madeleine,4358,17,4322,36,49,0,4071,238,90783.333333,4800.44,261.84,53.97,20
12,12 - Chaudière-Appalaches,46257,239,45982,275,469,7,42546,3242,434525.66667,10645.40,742.61,107.93,252
13,13 - Laval,62208,125,60246,1962,992,1,58979,2237,445993.33333,13948.19,496.98,222.42,231
14,14 - Lanaudière,57550,155,56835,715,632,2,54238,2680,530581,10846.60,499.06,119.11,234
15,15 - Laurentides,61987,249,61381,606,600,0,57897,3490,640046.66667,9684.76,537.98,93.74,404
16,16 - Montérégie,118440,392,116529,1911,1862,10,109493,7085,1452381.3333,8154.88,483.02,128.20,582
17,17 - Nunavik,2071,17,2067,4,6,0,1821,244,14619,14166.50,1640.78,41.04,23
18,18 - Terres-Cries-de-la-Baie-James,1422,14,1256,166,5,0,1127,290,18660.333333,7620.44,1528.65,26.79,62
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2409,7,2401,8,1,0,2327,81,.,.,.,.,11
999,Ensemble du Québec,838437,2807,827316,11121,12851,52,778503,47083,8613493.6667,9733.99,542.61,149.20,4374

