,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3976,0,3950,26,53,0,3918,5,196934.5,2018.95,2.54,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11029,0,10806,223,271,0,10757,1,277505,3974.34,0.36,97.66,0
03,03 - Capitale-Nationale,32888,5,32535,353,1118,0,31738,32,757803,4339.91,4.21,147.53,6
04,04 - Mauricie et Centre-du-Québec,15293,18,15053,240,526,0,14694,73,523331.5,2922.24,13.92,100.51,3
05,05 - Estrie,14935,2,14418,517,352,0,14568,15,494966.5,3017.38,3.02,71.12,0
06,06 - Montréal,133576,46,130646,2930,4773,0,128387,416,2072060.5,6446.53,20.01,230.35,36
07,07 - Outaouais,12596,0,12149,447,215,0,12371,10,402744,3127.55,2.47,53.38,1
08,08 - Abitibi-Témiscamingue,1152,1,1119,33,9,0,1137,6,147637,780.29,4.06,6.10,0
09,09 - Côte-Nord,579,0,560,19,4,0,575,0,89700.5,645.48,0.00,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,1
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2019,7,89823,2306.76,7.81,51.21,0
12,12 - Chaudière-Appalaches,19299,0,19018,281,368,0,18930,1,431109.5,4476.59,0.23,85.36,0
13,13 - Laval,32015,22,30187,1828,917,0,30952,146,444658.5,7199.91,32.69,206.23,14
14,14 - Lanaudière,24165,9,23452,713,517,0,23605,43,522367,4626.06,8.20,98.97,2
15,15 - Laurentides,21117,7,20513,604,510,0,20567,40,630238,3350.64,6.31,80.92,7
16,16 - Montérégie,51678,22,49722,1956,1558,0,50015,105,1438226,3593.18,7.27,108.33,13
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,522,6,517,5,0,0,508,14,.,.,.,.,4
999,Ensemble du Québec,377172,138,366972,10200,11240,0,365018,914,8565469.5,4403.40,10.64,131.22,88

