No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,109,6,25,0,156,1.0 %
02,02 - Saguenay-Lac-Saint-Jean,0,119,146,10,126,11,412,2.8 %
03,03 - Capitale-Nationale,6,614,358,39,451,35,1503,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,664,22,114,5,967,6.5 %
05,05 - Estrie,4,158,206,26,170,16,580,3.9 %
06,06 - Montréal,216,2828,1348,158,787,79,5416,36.4 %
07,07 - Outaouais,11,94,113,15,62,4,299,2.0 %
08,08 - Abitibi-Témiscamingue,3,35,46,6,16,1,107,0.7 %
09,09 - Côte-Nord,0,0,42,0,1,0,43,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,49,0,13,0,78,0.5 %
12,12 - Chaudière-Appalaches,5,151,250,10,181,6,603,4.1 %
13,13 - Laval,5,538,270,59,205,8,1085,7.3 %
14,14 - Lanaudière,3,311,236,23,165,5,743,5.0 %
15,15 - Laurentides,63,251,235,65,99,13,726,4.9 %
16,16 - Montérégie,16,706,742,70,582,10,2126,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),340,5991,4843,509,2997,194,14874,
9999,Ensemble du Québec (%),2.3 %,40.3 %,32.6 %,3.4 %,20.1 %,1.3 %,.,100.0 %

