No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,7,29,4,11,0,54,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,79,4,86,8,271,2.4 %
03,03 - Capitale-Nationale,4,520,216,32,322,27,1121,9.9 %
04,04 - Mauricie et Centre-du-Québec,5,153,271,22,110,5,566,5.0 %
05,05 - Estrie,3,127,86,17,115,12,360,3.2 %
06,06 - Montréal,208,2733,947,137,704,72,4801,42.2 %
07,07 - Outaouais,11,79,61,14,52,3,220,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,4,0,0,0,4,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,19,0,13,0,47,0.4 %
12,12 - Chaudière-Appalaches,5,125,104,6,125,5,370,3.3 %
13,13 - Laval,2,510,174,53,187,5,931,8.2 %
14,14 - Lanaudière,3,250,133,12,120,3,521,4.6 %
15,15 - Laurentides,64,177,127,53,82,14,517,4.5 %
16,16 - Montérégie,15,620,403,62,465,9,1574,13.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),323,5410,2665,416,2393,164,11371,
9999,Ensemble du Québec (%),2.8 %,47.6 %,23.4 %,3.7 %,21.0 %,1.4 %,.,100.0 %

