,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3975,1,3949,26,53,0,3914,8,196934.5,2018.44,4.07,26.91,2
02,02 - Saguenay-Lac-Saint-Jean,11026,0,10804,222,271,0,10753,2,277505,3973.26,0.72,97.66,0
03,03 - Capitale-Nationale,32849,5,32496,353,1118,0,31706,25,757803,4334.77,3.29,147.53,4
04,04 - Mauricie et Centre-du-Québec,15225,3,14985,240,526,0,14689,10,523331.5,2909.25,1.91,100.51,2
05,05 - Estrie,14923,-1,14405,518,352,0,14562,9,494966.5,3014.95,1.81,71.12,0
06,06 - Montréal,133378,47,130434,2944,4772,0,128270,336,2072060.5,6436.97,16.17,230.30,16
07,07 - Outaouais,12589,2,12141,448,215,0,12359,15,402744,3125.81,3.71,53.38,2
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,0
09,09 - Côte-Nord,579,0,560,19,4,0,575,0,89700.5,645.48,0.00,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2018,1,89823,2298.97,1.12,51.21,0
12,12 - Chaudière-Appalaches,19298,1,19017,281,368,0,18923,7,431109.5,4476.36,1.62,85.36,0
13,13 - Laval,31877,19,30047,1830,914,-1,30870,93,444658.5,7168.87,20.83,205.55,15
14,14 - Lanaudière,24129,5,23416,713,517,0,23579,33,522367,4619.17,6.29,98.97,3
15,15 - Laurentides,21079,11,20475,604,510,0,20536,33,630238,3344.61,5.21,80.92,4
16,16 - Montérégie,51599,8,49641,1958,1557,0,49940,102,1438226,3587.68,7.07,108.26,5
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,503,2,498,5,0,0,487,16,.,.,.,.,1
999,Ensemble du Québec,376519,103,366300,10219,11235,-1,364594,690,8565469.5,4395.78,8.03,131.17,54

