,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3286,45,3265,21,39,1,2844,403,196934.5,1668.58,204.78,19.80
02,02 - Saguenay-Lac-Saint-Jean,10403,22,10189,214,266,0,9960,177,277505,3748.76,63.81,95.85
03,03 - Capitale-Nationale,31705,56,31354,351,1094,0,29760,851,757803,4183.81,111.95,144.36
04,04 - Mauricie et Centre-du-Québec,14468,65,14230,238,512,0,13601,355,523331.5,2764.60,67.71,97.83
05,05 - Estrie,13611,70,13101,510,334,0,12756,521,494966.5,2749.88,104.88,67.48
06,06 - Montréal,126938,194,124018,2920,4687,0,119697,2554,2072060.5,6126.17,122.88,226.20
07,07 - Outaouais,11558,33,11110,448,202,1,11003,353,402744,2869.81,87.28,50.16
08,08 - Abitibi-Témiscamingue,1099,0,1066,33,9,0,1087,3,147637,744.39,2.03,6.10
09,09 - Côte-Nord,544,7,526,18,3,0,509,32,89700.5,606.46,35.81,3.34
10,10 - Nord-du-Québec,94,0,92,2,0,0,93,1,13521.5,695.19,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1873,11,1854,19,45,0,1785,43,89823,2085.21,47.97,50.10
12,12 - Chaudière-Appalaches,17539,137,17262,277,328,0,16215,996,431109.5,4068.34,230.60,76.08
13,13 - Laval,30192,55,28423,1769,903,0,28698,591,444658.5,6789.93,132.34,203.08
14,14 - Lanaudière,23293,40,22582,711,510,0,22396,387,522367,4459.13,73.76,97.63
15,15 - Laurentides,20043,37,19438,605,499,1,19213,331,630238,3180.23,52.25,79.18
16,16 - Montérégie,49024,140,47081,1943,1540,0,46363,1121,1438226,3408.64,77.65,107.08
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,8,5,8,0,0,0,3,5,.,.,.,.
99,Hors Québec,373,2,368,5,0,0,360,13,.,.,.,.
999,Ensemble du Québec,356216,919,346130,10086,10974,3,336505,8737,8565469.5,4158.74,101.69,128.12

