Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;6;104;94,7;5625;5121;0;;0;
5-9 ans;17;272;252,8;7978;7415,9;0;;0;
10-19 ans;27;261;131,2;16864;8478;0;;0;
20-29 ans;15;210;64,5;25954;7971,6;0;;< 5;n.p.
30-39 ans;29;264;80,4;23081;7032,3;0;;7;n.p.
40-49 ans;45;295;106,3;21871;7878,7;0;;24;* 8,6
50-59 ans;< 5;156;60,8;17460;6807;< 5;n.p.;113;44,1
60-69 ans;8;92;42,5;10579;4890,1;< 5;n.p.;340;157,2
70-79 ans;13;62;42,9;6863;4749,2;< 5;n.p.;846;585,4
80 ans et +;6;39;38,8;12237;12165,1;< 5;n.p.;3501;3480,4
Manquant;-8;0;;88;;0;;0;
Total;162;1755;85;148600;7193,8;12;* 0,6;4834;234
